intid,q1,tenure,rsentity,int_gender,int_ethnicity,off_female,off_bosniak,elected,tr_wearhijab,hijab_muslim,dv_const_1,dv_const_2,dv_const_3,dv_const_4,dv_const_5,dv_const_6,dv_represent_scale,dv_ethnic_coop_scale,approve_scale
27525,3,4,0,2,3,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
27525,3,7,0,2,3,0,1,1,1,1,5,4,4,4,4,5,0.61853278,0.17298293,5
27525,1,3,1,2,3,0,0,1,1,0,4,3,4,5,4,4,-0.21750557,0.81244469,4
27525,3,0,0,2,3,1,1,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
27525,3,12,0,2,3,0,1,1,1,1,5,4,5,5,5,5,1.0691332,1.435441,5
27525,3,2,0,2,3,1,1,1,0,0,4,4,5,5,5,5,0.65449661,1.435441,5
27525,1,0,1,2,3,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
27525,1,0,1,2,3,0,0,0,0,0,4,3,4,4,3,3,-0.21750557,-0.45001343,3
27525,3,0,0,2,3,1,1,0,0,0,4,4,4,5,3,4,0.20389625,0.18944831,4
27525,3,0,0,2,3,1,1,0,1,1,4,4,5,5,5,5,0.65449661,1.435441,5
27525,1,4,1,2,3,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
27525,3,1,0,2,3,0,1,1,1,1,4,4,5,4,4,4,0.65449661,0.17298293,4
27525,3,7,0,2,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
27525,3,3,0,2,3,0,1,1,0,0,5,5,3,5,5,3,0.58933425,1.435441,3
27525,3,11,0,2,3,0,1,1,0,0,3,4,4,4,4,5,-0.21074028,0.17298293,5
27525,3,4,0,2,3,0,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
27525,3,0,0,2,3,1,1,0,0,0,5,3,4,5,4,3,0.19713096,0.81244469,3
27525,1,0,1,2,3,0,0,0,1,0,4,2,4,4,4,4,-0.63890743,0.17298293,4
27525,1,0,1,2,3,1,0,0,1,0,4,4,5,3,4,3,0.65449661,-0.46647879,3
27525,3,12,0,2,3,1,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
27525,2,2,0,2,3,0,0,1,1,0,4,4,5,5,5,4,0.65449661,1.435441,4
27525,3,4,0,2,3,0,1,1,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
27525,3,1,0,2,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
28774,1,3,1,2,1,0,0,1,1,0,5,4,5,5,5,5,1.0691332,1.435441,5
28774,1,3,1,2,1,1,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
28774,1,3,1,2,1,0,0,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
28774,1,0,1,2,1,1,0,0,0,0,5,4,5,5,5,3,1.0691332,1.435441,3
28774,1,0,1,2,1,0,0,0,0,0,4,4,4,4,3,2,0.20389625,-0.45001343,2
28774,1,3,1,2,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
28774,1,7,1,2,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
28774,3,11,1,2,1,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28774,1,0,1,2,1,0,0,0,1,0,5,4,5,5,5,5,1.0691332,1.435441,5
28774,1,0,1,2,1,0,0,0,1,0,5,4,5,5,5,4,1.0691332,1.435441,4
28774,1,0,1,2,1,0,0,0,0,0,5,3,4,4,5,3,0.19713096,0.79597932,3
28774,1,0,1,2,1,0,0,0,1,0,4,2,4,4,4,3,-0.63890743,0.17298293,3
28774,1,3,1,2,1,0,0,1,0,0,4,5,5,5,5,4,1.0758985,1.435441,4
28774,1,0,1,2,1,1,0,0,0,0,5,4,4,5,4,5,0.61853278,0.81244469,5
28774,1,7,1,2,1,0,0,1,0,0,4,3,4,4,4,3,-0.21750557,0.17298293,3
28774,1,0,1,2,1,0,0,0,1,0,4,4,5,5,4,3,0.65449661,0.81244469,3
28774,1,0,1,2,1,0,0,0,1,0,5,3,4,5,5,3,0.19713096,1.435441,3
28774,1,3,1,2,1,0,0,1,1,0,5,5,5,5,5,4,1.490535,1.435441,4
28774,1,3,1,2,1,1,0,1,0,0,5,5,5,4,4,4,1.490535,0.17298293,4
28774,3,3,1,2,1,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
28774,1,7,1,2,1,0,0,1,0,0,5,4,5,4,4,3,1.0691332,0.17298293,3
28774,1,0,1,2,1,0,0,0,1,0,4,3,5,4,4,3,0.2330948,0.17298293,3
28774,1,11,1,2,1,0,0,1,1,0,5,4,5,5,4,5,1.0691332,0.81244469,5
28774,1,0,1,2,1,0,0,0,1,0,4,3,5,5,5,3,0.2330948,1.435441,3
28774,1,7,1,2,1,0,0,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
28774,1,0,1,2,1,0,0,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28774,1,3,1,2,1,0,0,1,1,0,5,3,5,5,5,4,0.64773136,1.435441,4
28774,1,7,1,2,1,0,0,1,1,0,5,3,5,4,5,5,0.64773136,0.79597932,5
28774,1,0,1,2,1,0,0,0,0,0,5,4,5,3,4,4,1.0691332,-0.46647879,4
28774,1,0,1,2,1,1,0,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28774,1,0,1,2,1,0,0,0,0,0,5,5,4,4,4,4,1.0399346,0.17298293,4
28774,3,3,1,2,1,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
28774,1,0,1,2,1,1,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
28774,1,0,1,2,1,0,0,0,1,0,5,3,4,5,3,3,0.19713096,0.18944831,3
28774,1,3,1,2,1,0,0,1,0,0,1,2,2,3,5,5,-2.7840178,0.15651757,5
28774,1,0,1,2,1,0,0,0,0,0,5,2,4,4,4,3,-0.22427088,0.17298293,3
28774,1,0,1,2,1,0,0,0,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
28774,1,0,1,2,1,1,0,0,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
28774,1,0,1,2,1,0,0,0,1,0,5,4,5,5,5,3,1.0691332,1.435441,3
28784,3,3,0,1,3,1,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28784,3,0,1,1,3,0,1,0,1,1,4,4,5,5,5,4,0.65449661,1.435441,4
28784,3,3,0,1,3,0,1,1,1,1,5,2,5,5,5,5,0.22632949,1.435441,5
28784,3,3,0,1,3,0,1,1,0,0,3,2,2,2,4,4,-1.9547447,-1.1059406,4
28784,3,0,0,1,3,0,1,0,1,1,5,4,3,3,3,3,0.16793244,-1.0894752,3
28784,1,3,1,1,3,0,0,1,0,0,5,3,5,5,5,5,0.64773136,1.435441,5
28784,3,1,0,1,3,0,1,1,0,0,5,5,4,4,4,5,1.0399346,0.17298293,5
28784,1,20,1,1,3,0,0,1,1,0,5,5,5,5,5,5,1.490535,1.435441,5
28784,3,1,0,1,3,1,1,1,0,0,4,2,4,3,5,3,-0.63890743,0.15651757,3
28784,3,3,0,1,3,1,1,1,1,1,5,4,5,5,5,4,1.0691332,1.435441,4
28784,3,0,0,1,3,0,1,0,0,0,5,1,2,4,5,3,-1.5468735,0.79597932,3
28784,3,12,0,1,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
28784,3,7,0,1,3,0,1,1,0,0,5,1,5,5,5,5,-0.19507234,1.435441,5
28784,1,0,0,1,3,0,0,0,0,0,5,2,5,5,5,5,0.22632949,1.435441,5
28784,3,0,1,1,3,0,1,0,1,1,5,5,5,5,5,5,1.490535,1.435441,5
28784,3,0,0,1,3,0,1,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28784,1,0,0,1,3,0,0,0,1,0,4,5,4,3,5,4,0.62529808,0.15651757,4
28784,1,12,1,1,3,0,0,1,1,0,4,2,5,4,5,5,-0.18830705,0.79597932,5
28784,1,4,0,1,3,1,0,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
28784,3,7,0,1,3,0,1,1,1,1,3,4,5,5,5,5,0.23986009,1.435441,5
28784,3,0,0,1,3,0,1,0,0,0,5,3,4,5,5,5,0.19713096,1.435441,5
28784,3,3,0,1,3,0,1,1,1,1,5,2,5,5,5,5,0.22632949,1.435441,5
28784,3,0,1,1,3,0,1,0,0,0,5,2,3,4,4,4,-0.67487127,0.17298293,4
28784,1,0,0,1,3,0,0,0,0,0,5,5,5,2,3,5,1.490535,-1.7289369,5
28784,1,0,0,1,3,1,0,0,0,0,3,2,2,3,1,1,-1.9547447,-2.3354678,1
28784,3,7,0,1,3,0,1,1,0,0,4,5,5,5,5,5,1.0758985,1.435441,5
28784,3,0,1,1,3,0,1,0,1,1,5,2,5,5,5,5,0.22632949,1.435441,5
28784,3,0,0,1,3,0,1,0,0,0,5,1,4,2,5,5,-0.64567274,-0.48294419,5
28784,1,0,0,1,3,0,0,0,1,0,5,3,5,5,5,5,0.64773136,1.435441,5
28784,3,0,0,1,3,0,1,0,1,1,3,4,3,4,5,5,-0.66134065,0.79597932,5
28784,3,1,0,1,3,1,1,1,1,1,4,4,5,5,5,5,0.65449661,1.435441,5
28784,1,12,1,1,3,0,0,1,1,0,4,3,4,3,5,5,-0.21750557,0.15651757,5
28784,3,1,0,1,3,1,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
28784,1,0,0,1,3,0,0,0,1,0,4,5,4,5,4,4,0.62529808,0.81244469,4
28784,1,0,1,1,3,1,0,0,0,0,3,4,5,5,5,5,0.23986009,1.435441,5
28784,3,0,0,1,3,0,1,0,1,1,5,4,4,5,5,4,0.61853278,1.435441,4
28784,3,0,1,1,3,1,1,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
28784,3,3,0,1,3,0,1,1,0,0,4,4,5,5,5,4,0.65449661,1.435441,4
28784,1,0,0,1,3,0,0,0,0,0,5,1,1,5,1,5,-1.9974738,-1.0565444,5
28784,1,2,1,1,3,0,0,1,0,0,3,5,5,5,5,5,0.66126192,1.435441,5
28784,2,3,0,1,3,0,0,1,1,0,5,4,3,5,5,5,0.16793244,1.435441,5
28784,3,0,1,1,3,1,1,0,0,0,5,5,3,3,5,5,0.58933425,0.15651757,5
28784,1,10,1,1,3,0,0,1,0,0,5,2,5,5,5,5,0.22632949,1.435441,5
31066,2,1,0,1,2,0,0,1,0,0,4,3,4,3,4,5,-0.21750557,-0.46647879,5
31066,2,0,1,1,2,1,0,0,0,0,4,2,4,3,4,4,-0.63890743,-0.46647879,4
31084,1,4,0,2,1,1,0,1,1,0,5,4,4,4,5,4,0.61853278,0.79597932,4
31084,1,0,1,2,1,1,0,0,0,0,4,3,2,4,2,3,-1.1187063,-1.0730098,3
31084,2,4,0,2,1,1,0,1,1,0,5,3,3,3,3,2,-0.25346941,-1.0894752,2
31084,2,3,0,2,1,1,0,1,1,0,4,4,4,3,4,4,0.20389625,-0.46647879,4
31084,1,1,0,2,1,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
31084,1,6,0,2,1,1,0,1,0,0,5,5,5,4,2,4,1.490535,-1.0730098,4
31084,1,16,0,2,1,1,0,1,0,0,4,4,4,2,4,2,0.20389625,-1.1059406,2
31084,2,0,1,2,1,0,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
31084,2,4,0,2,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
31084,1,0,1,2,1,0,0,0,1,0,4,2,2,4,4,3,-1.5401082,0.17298293,3
31084,1,4,0,2,1,0,0,1,0,0,4,4,4,3,4,4,0.20389625,-0.46647879,4
31084,1,0,1,2,1,1,0,0,0,0,3,3,3,4,4,4,-1.0827425,0.17298293,4
31084,1,2,0,2,1,1,0,1,0,0,4,4,2,3,3,3,-0.69730449,-1.0894752,3
31084,1,0,1,2,1,0,0,0,1,0,3,3,5,5,2,2,-0.18154176,-0.43354806,2
31084,1,4,0,2,1,1,0,1,0,0,1,4,4,4,4,4,-1.0400134,0.17298293,4
31084,1,4,0,2,1,0,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
31084,1,12,0,2,1,0,0,1,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
31084,1,0,1,2,1,1,0,0,0,0,3,5,3,3,3,3,-0.23993881,-1.0894752,3
31084,2,0,1,2,1,1,0,0,1,0,1,1,4,4,1,1,-2.304219,-1.6960062,1
32424,3,7,0,1,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
32424,3,0,0,1,3,0,1,0,0,0,5,4,4,5,5,4,0.61853278,1.435441,4
32424,3,7,0,1,3,0,1,1,0,0,4,5,4,4,4,3,0.62529808,0.17298293,3
32424,3,0,0,1,3,0,1,0,1,1,3,4,3,4,4,4,-0.66134065,0.17298293,4
32424,2,0,0,1,3,1,0,0,0,0,4,5,4,3,4,3,0.62529808,-0.46647879,3
32424,3,0,0,1,3,0,1,0,1,1,4,4,4,4,5,4,0.20389625,0.79597932,4
32424,3,0,0,1,3,0,1,0,0,0,5,5,4,4,5,5,1.0399346,0.79597932,5
32424,3,7,0,1,3,0,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
32424,3,10,0,1,3,0,1,1,0,0,5,4,5,4,4,4,1.0691332,0.17298293,4
32424,3,8,0,1,3,0,1,1,1,1,4,4,3,4,4,3,-0.24670412,0.17298293,3
32424,3,4,0,1,3,0,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
32424,3,0,0,1,3,1,1,0,0,0,3,4,3,3,4,3,-0.66134065,-0.46647879,3
32424,3,0,0,1,3,1,1,0,1,1,4,5,5,3,4,3,1.0758985,-0.46647879,3
32424,3,0,0,1,3,0,1,0,0,0,3,4,3,4,3,4,-0.66134065,-0.45001343,4
32424,3,0,0,1,3,0,1,0,1,1,5,5,5,5,5,5,1.490535,1.435441,5
32424,3,0,0,1,3,0,1,0,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
32424,3,0,0,1,3,0,1,0,1,1,4,3,4,5,4,4,-0.21750557,0.81244469,4
32424,3,10,0,1,3,1,1,1,0,0,5,4,3,3,3,5,0.16793244,-1.0894752,5
32424,3,3,0,1,3,1,1,1,0,0,4,4,3,4,3,4,-0.24670412,-0.45001343,4
32424,3,0,0,1,3,0,1,0,1,1,5,4,4,4,4,4,0.61853278,0.17298293,4
32424,3,0,0,1,3,0,1,0,1,1,4,4,4,3,5,4,0.20389625,0.15651757,4
32424,3,3,0,1,3,0,1,1,1,1,3,4,4,3,3,3,-0.21074028,-1.0894752,3
32424,3,7,0,1,3,0,1,1,1,1,3,4,3,4,4,4,-0.66134065,0.17298293,4
32424,3,0,0,1,3,1,1,0,0,0,5,4,3,3,4,4,0.16793244,-0.46647879,4
32424,3,0,0,1,3,1,1,0,1,1,4,5,4,4,5,4,0.62529808,0.79597932,4
32424,3,0,0,1,3,1,1,0,0,0,5,4,4,5,4,4,0.61853278,0.81244469,4
32424,3,0,0,1,3,0,1,0,0,0,3,3,4,3,3,3,-0.63214213,-1.0894752,3
32424,3,0,0,1,3,0,1,0,0,0,5,4,5,4,3,4,1.0691332,-0.45001343,4
32424,3,0,0,1,3,0,1,0,0,0,4,5,4,4,3,4,0.62529808,-0.45001343,4
32424,3,7,0,1,3,0,1,1,1,1,4,4,4,3,4,4,0.20389625,-0.46647879,4
32424,3,3,0,1,3,1,1,1,0,0,4,4,3,4,4,3,-0.24670412,0.17298293,3
32424,3,14,0,1,3,0,1,1,0,0,4,3,4,3,4,4,-0.21750557,-0.46647879,4
32424,2,3,0,1,3,1,0,1,0,0,5,5,5,4,4,5,1.490535,0.17298293,5
32424,3,0,0,1,3,0,1,0,0,0,4,5,3,4,3,3,0.17469773,-0.45001343,3
32424,3,0,0,1,3,0,1,0,0,0,5,5,4,4,5,4,1.0399346,0.79597932,4
32428,3,0,0,2,3,0,1,0,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
32428,3,8,0,2,3,0,1,1,0,0,1,1,1,1,1,1,-3.6560199,-3.6143913,1
32428,3,4,0,2,3,0,1,1,1,1,3,3,1,1,2,1,-1.9839432,-2.991395,1
32428,3,0,0,2,3,0,1,0,0,0,4,4,5,4,4,4,0.65449661,0.17298293,4
32473,1,7,1,2,1,0,0,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
32473,1,1,1,2,1,0,0,1,0,0,3,2,4,3,4,3,-1.0535439,-0.46647879,3
32473,1,0,0,2,1,1,0,0,1,0,4,4,5,5,5,4,0.65449661,1.435441,4
32473,1,3,1,2,1,0,0,1,0,0,4,4,4,3,4,3,0.20389625,-0.46647879,3
32473,1,3,1,2,1,0,0,1,1,0,4,4,5,4,2,5,0.65449661,-1.0730098,5
32473,1,0,1,2,1,1,0,0,0,0,4,4,5,3,3,4,0.65449661,-1.0894752,4
32473,1,3,1,2,1,0,0,1,1,0,4,1,2,2,5,2,-1.9615101,-0.48294419,2
32473,1,3,1,2,1,1,0,1,1,0,2,3,2,4,4,3,-1.9479795,0.17298293,3
32473,3,4,1,2,1,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
32473,1,3,1,2,1,0,0,1,0,0,5,5,5,5,3,5,1.490535,0.18944831,5
32473,1,0,1,2,1,0,0,0,0,0,5,5,5,5,4,3,1.490535,0.81244469,3
32473,1,0,1,2,1,1,0,0,0,0,3,3,5,5,3,3,-0.18154176,0.18944831,3
32473,1,7,1,2,1,0,0,1,0,0,3,4,4,5,3,4,-0.21074028,0.18944831,4
32473,1,0,1,2,1,0,0,0,0,0,5,2,5,5,5,4,0.22632949,1.435441,4
32473,1,7,1,2,1,0,0,1,1,0,4,2,5,4,3,3,-0.18830705,-0.45001343,3
32473,1,1,1,2,1,0,0,1,0,0,4,3,4,4,4,3,-0.21750557,0.17298293,3
32473,1,7,1,2,1,0,0,1,0,0,4,5,5,5,5,4,1.0758985,1.435441,4
32473,1,0,0,2,1,0,0,0,1,0,5,5,5,5,5,5,1.490535,1.435441,5
32473,1,11,1,2,1,0,0,1,0,0,3,3,5,4,3,3,-0.18154176,-0.45001343,3
32473,1,3,1,2,1,0,0,1,1,0,3,2,3,4,2,3,-1.5041443,-1.0730098,3
32473,1,10,1,2,1,0,0,1,1,0,3,4,5,5,4,4,0.23986009,0.81244469,4
32473,1,0,0,2,1,0,0,0,0,0,5,3,4,3,3,3,0.19713096,-1.0894752,3
32473,1,0,0,2,1,0,0,0,0,0,5,3,5,3,4,5,0.64773136,-0.46647879,5
32473,1,0,1,2,1,0,0,0,1,0,3,4,4,5,5,5,-0.21074028,1.435441,5
32730,1,2,1,1,1,0,0,1,1,0,5,4,5,4,4,3,1.0691332,0.17298293,3
32730,1,0,1,1,1,0,0,0,1,0,5,5,5,5,5,4,1.490535,1.435441,4
32730,1,10,1,1,1,0,0,1,0,0,5,4,5,5,5,3,1.0691332,1.435441,3
32730,1,0,1,1,1,1,0,0,0,0,5,5,5,5,5,4,1.490535,1.435441,4
32730,1,4,1,1,1,0,0,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
32730,1,3,1,1,1,0,0,1,0,0,5,4,4,5,5,3,0.61853278,1.435441,3
32730,1,4,1,1,1,0,0,1,1,0,5,3,5,5,5,3,0.64773136,1.435441,3
32730,1,0,1,1,1,0,0,0,1,0,5,5,5,5,5,3,1.490535,1.435441,3
32843,2,4,0,2,3,0,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
32843,2,7,0,2,3,0,0,1,0,0,4,2,2,4,4,2,-1.5401082,0.17298293,2
32843,2,7,0,2,3,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
32843,2,4,0,2,3,0,0,1,1,0,4,3,4,4,4,4,-0.21750557,0.17298293,4
32843,2,3,0,2,3,1,0,1,0,0,4,2,4,4,4,4,-0.63890743,0.17298293,4
32843,3,4,0,2,3,0,1,1,0,0,3,4,4,4,4,3,-0.21074028,0.17298293,3
32843,2,15,0,2,3,0,0,1,1,0,4,5,4,4,4,4,0.62529808,0.17298293,4
32843,3,8,0,2,3,1,1,1,1,1,1,1,1,1,1,1,-3.6560199,-3.6143913,1
32843,2,3,0,2,3,1,0,1,0,0,4,2,4,3,4,2,-0.63890743,-0.46647879,2
32843,3,0,0,2,3,0,1,0,0,0,4,4,4,4,4,3,0.20389625,0.17298293,3
32843,2,7,0,2,3,0,0,1,0,0,3,4,4,4,4,4,-0.21074028,0.17298293,4
32843,3,0,0,2,3,1,1,0,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
32843,2,7,0,2,3,0,0,1,1,0,3,4,4,2,4,4,-0.21074028,-1.1059406,4
32959,2,0,0,1,2,0,0,0,0,0,2,2,4,3,2,3,-1.4681805,-1.7124715,3
32959,2,0,0,1,2,0,0,0,1,0,3,2,4,3,1,3,-1.0535439,-2.3354678,3
32959,2,0,0,1,2,0,0,0,1,0,4,2,4,4,3,4,-0.63890743,-0.45001343,4
32959,2,0,0,1,2,1,0,0,0,0,3,4,3,4,3,4,-0.66134065,-0.45001343,4
32959,2,0,0,1,2,0,0,0,1,0,3,2,4,4,2,2,-1.0535439,-1.0730098,2
32959,2,4,0,1,2,0,0,1,1,0,5,3,4,3,4,3,0.19713096,-0.46647879,3
32959,2,3,0,1,2,0,0,1,1,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
32959,2,4,0,1,2,0,0,1,0,0,4,3,5,4,3,3,0.2330948,-0.45001343,3
32959,2,0,0,1,2,0,0,0,0,0,4,4,3,4,3,3,-0.24670412,-0.45001343,3
32959,2,15,0,1,2,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33244,3,0,1,1,3,0,1,0,1,1,4,3,4,3,4,3,-0.21750557,-0.46647879,3
33244,3,0,1,1,3,0,1,0,0,0,1,1,4,3,1,3,-2.304219,-2.3354678,3
33344,3,3,0,1,3,0,1,1,0,0,4,4,4,4,4,3,0.20389625,0.17298293,3
33344,3,0,0,1,3,0,1,0,0,0,4,4,4,5,5,5,0.20389625,1.435441,5
33344,3,4,0,1,3,0,1,1,0,0,4,5,4,5,4,4,0.62529808,0.81244469,4
33344,3,8,0,1,3,0,1,1,0,0,4,4,5,4,4,5,0.65449661,0.17298293,5
33344,3,8,0,1,3,0,1,1,1,1,4,5,5,5,4,4,1.0758985,0.81244469,4
33344,3,6,0,1,3,0,1,1,1,1,4,4,3,4,5,4,-0.24670412,0.79597932,4
33344,3,3,0,1,3,0,1,1,1,1,4,3,4,3,4,4,-0.21750557,-0.46647879,4
33344,3,3,0,1,3,0,1,1,1,1,5,5,4,4,4,5,1.0399346,0.17298293,5
33344,3,4,0,1,3,0,1,1,0,0,4,4,4,3,4,5,0.20389625,-0.46647879,5
33344,3,1,0,1,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,3,0,1,3,1,1,1,1,1,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33344,3,0,0,1,3,1,1,0,0,0,3,3,4,4,5,4,-0.63214213,0.79597932,4
33344,3,0,0,1,3,0,1,0,0,0,4,5,5,5,4,4,1.0758985,0.81244469,4
33344,3,0,0,1,3,0,1,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33344,3,0,1,1,3,0,1,0,1,1,5,5,5,4,5,5,1.490535,0.79597932,5
33344,1,2,0,1,3,0,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,4,0,1,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
33344,3,7,0,1,3,0,1,1,1,1,4,5,4,3,4,4,0.62529808,-0.46647879,4
33344,3,0,0,1,3,0,1,0,1,1,4,4,3,4,3,4,-0.24670412,-0.45001343,4
33344,3,7,0,1,3,0,1,1,0,0,5,5,3,3,4,4,0.58933425,-0.46647879,4
33344,3,3,0,1,3,1,1,1,1,1,4,5,5,5,5,5,1.0758985,1.435441,5
33344,3,0,0,1,3,0,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,8,0,1,3,0,1,1,0,0,4,4,5,5,4,5,0.65449661,0.81244469,5
33344,3,0,1,1,3,0,1,0,1,1,5,5,5,5,5,5,1.490535,1.435441,5
33344,3,1,0,1,3,0,1,1,1,1,2,1,3,3,3,5,-2.3401828,-1.0894752,5
33344,3,3,0,1,3,0,1,1,1,1,4,5,4,3,4,4,0.62529808,-0.46647879,4
33344,3,3,0,1,3,0,1,1,0,0,3,4,3,3,3,4,-0.66134065,-1.0894752,4
33344,3,2,0,1,3,0,1,1,1,1,4,4,4,3,5,4,0.20389625,0.15651757,4
33344,3,0,0,1,3,1,1,0,1,1,5,3,4,4,4,3,0.19713096,0.17298293,3
33344,3,0,1,1,3,0,1,0,0,0,4,2,4,4,5,5,-0.63890743,0.79597932,5
33344,3,3,0,1,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
33344,3,1,0,1,3,1,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,0,0,1,3,0,1,0,1,1,3,4,4,4,4,4,-0.21074028,0.17298293,4
33344,3,0,1,1,3,1,1,0,0,0,4,4,3,3,4,4,-0.24670412,-0.46647879,4
33344,3,0,0,1,3,0,1,0,1,1,4,5,4,4,4,4,0.62529808,0.17298293,4
33344,3,0,0,1,3,1,1,0,1,1,5,4,3,4,4,3,0.16793244,0.17298293,3
33344,3,0,0,1,3,1,1,0,1,1,4,4,3,4,3,3,-0.24670412,-0.45001343,3
33344,3,4,0,1,3,0,1,1,1,1,3,4,4,4,4,4,-0.21074028,0.17298293,4
33344,3,0,0,1,3,1,1,0,0,0,4,4,5,4,4,4,0.65449661,0.17298293,4
33344,3,5,0,1,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,3,0,1,3,1,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
33344,3,0,0,1,3,1,1,0,0,0,5,5,4,3,4,4,1.0399346,-0.46647879,4
33344,3,1,0,1,3,0,1,1,0,0,4,4,4,4,5,4,0.20389625,0.79597932,4
33344,3,0,1,1,3,0,1,0,0,0,4,2,2,2,3,4,-1.5401082,-1.7289369,4
33344,3,1,0,1,3,0,1,1,0,0,4,5,5,5,4,4,1.0758985,0.81244469,4
33344,1,0,0,1,3,0,0,0,0,0,4,3,3,4,4,4,-0.66810596,0.17298293,4
33344,3,3,0,1,3,0,1,1,1,1,4,3,3,4,5,4,-0.66810596,0.79597932,4
33344,3,3,0,1,3,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
33344,3,0,0,1,3,0,1,0,1,1,4,3,4,3,4,4,-0.21750557,-0.46647879,4
33344,3,1,0,1,3,1,1,1,0,0,4,2,4,3,3,2,-0.63890743,-1.0894752,2
33344,3,3,0,1,3,0,1,1,0,0,5,4,3,3,3,4,0.16793244,-1.0894752,4
33344,3,8,0,1,3,0,1,1,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
33344,3,0,0,1,3,1,1,0,1,1,4,4,4,3,4,4,0.20389625,-0.46647879,4
33344,3,4,0,1,3,0,1,1,1,1,5,4,4,3,4,4,0.61853278,-0.46647879,4
33344,3,0,0,1,3,0,1,0,1,1,4,5,4,5,4,4,0.62529808,0.81244469,4
33344,3,0,0,1,3,0,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33344,3,3,0,1,3,0,1,1,0,0,5,5,5,5,4,4,1.490535,0.81244469,4
33344,3,4,0,1,3,0,1,1,1,1,4,3,3,4,3,4,-0.66810596,-0.45001343,4
33344,3,16,0,1,3,0,1,1,0,0,5,5,4,4,4,5,1.0399346,0.17298293,5
