sentence,race,educatn,employm,SES,married,num.chld,military,pr.arrst,pr.incrc,defense,vict.sex,vict.rac,vict.age,vict.rel,vict.st1,specialA,methodA,num.kill,num.prps,def.age,aggrevat,bloody,fam.lov,insane,mitcir,num.depr,rape
1,1,2,1,1,0,3,NA,2,2,NA,1,2,0,1,NA,1,1,1,0,4,0,0,1,0,1,0,0
0,1,3,1,0,0,0,1,9,2,1,1,1,0,1,0,1,1,1,0,4,0,0,1,0,1,0,0
0,1,1,0,1,1,9,NA,7,1,NA,0,1,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0
0,1,2,1,1,0,2,NA,2,1,0,1,2,0,1,0,1,1,1,0,4,0,0,1,0,1,0,0
0,0,1,NA,1,1,6,NA,3,1,0,0,1,0,0,1,0,1,NA,2,5,0,0,0,0,1,0,0
0,1,NA,0,1,1,1,NA,4,1,0,1,1,0,1,NA,1,1,1,0,6,0,1,1,0,1,1,0
0,1,2,0,1,1,2,NA,8,1,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0
0,1,1,0,1,0,4,1,3,1,1,1,1,0,1,NA,1,1,1,0,5,0,0,1,0,1,0,0
0,1,2,1,0,1,2,NA,0,2,NA,0,2,NA,0,NA,1,1,1,0,4,0,1,0,0,1,1,0
0,0,3,1,0,1,2,1,0,2,NA,0,1,NA,0,0,0,2,1,0,3,0,1,0,0,1,2,1
0,0,1,NA,0,1,NA,NA,2,1,NA,1,1,0,0,0,1,1,1,0,5,0,1,0,0,0,1,0
0,0,1,NA,0,1,NA,NA,2,1,NA,1,1,0,0,0,1,10,1,0,5,1,0,0,0,0,1,0
0,0,1,NA,0,1,NA,NA,2,1,NA,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0
1,0,2,1,0,1,NA,NA,0,2,NA,0,1,0,0,0,0,1,1,2,4,0,0,0,0,1,0,0
1,1,2,1,1,0,NA,NA,1,2,NA,0,1,0,0,NA,1,1,1,2,3,0,0,0,0,0,2,0
1,1,3,0,1,1,1,NA,0,2,NA,0,1,0,0,1,0,1,1,1,2,0,1,0,0,1,2,0
0,1,3,0,1,0,3,1,2,2,NA,0,1,NA,0,NA,1,4,1,2,4,0,0,0,0,1,2,0
0,1,2,0,1,1,1,-1,1,2,NA,0,1,NA,0,NA,1,4,1,2,3,0,0,0,0,1,2,0
0,1,2,1,1,0,NA,-1,7,2,0,0,2,0,0,0,1,4,1,2,3,0,0,0,0,1,2,0
0,1,2,0,1,1,NA,NA,2,1,0,0,2,0,0,0,0,1,1,2,2,0,0,0,0,1,1,0
0,1,1,1,1,0,1,NA,1,2,NA,1,2,NA,1,NA,1,1,1,0,3,0,0,1,0,1,0,0
0,0,1,1,1,1,3,1,0,2,NA,1,1,0,0,NA,1,4,1,0,5,0,0,0,1,1,2,0
1,1,2,1,0,1,1,0,0,2,1,0,1,0,0,0,0,2,1,0,3,1,1,0,0,1,2,0
0,1,3,1,1,0,0,1,0,2,0,0,2,0,0,NA,1,1,1,0,3,0,0,0,0,1,1,0
1,1,2,1,1,1,4,NA,6,2,1,0,2,0,0,0,0,1,2,2,4,0,0,0,0,1,0,0
0,1,2,0,1,0,0,0,2,2,1,0,2,0,0,NA,0,1,1,0,2,0,0,0,0,1,0,0
0,1,2,1,1,1,1,0,NA,2,0,1,1,0,0,0,0,1,1,0,3,1,0,0,0,0,1,1
0,1,1,1,1,1,2,0,3,2,0,1,2,NA,0,NA,1,1,NA,2,4,1,0,0,0,0,2,0
0,1,2,1,1,0,1,NA,2,1,NA,0,2,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0
0,1,2,0,1,1,2,0,6,1,0,0,2,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0
0,0,1,0,0,0,NA,NA,0,2,0,1,1,0,1,NA,1,1,1,0,6,0,1,1,0,1,0,0
0,1,2,1,0,0,0,NA,2,2,1,0,2,0,0,NA,1,1,1,2,4,1,0,0,0,1,1,0
0,1,3,1,0,1,NA,NA,0,2,NA,0,1,0,0,0,0,8,1,0,2,0,0,0,0,1,1,0
0,1,1,1,1,0,NA,NA,3,2,NA,0,2,0,1,NA,1,1,1,0,3,0,0,1,0,1,0,0
1,0,3,1,1,1,0,0,6,1,NA,0,2,0,0,0,0,1,1,1,3,0,0,0,0,1,1,0
0,0,3,0,1,1,NA,1,0,2,NA,1,1,0,1,NA,1,1,1,0,4,0,0,1,0,1,1,0
0,0,3,0,1,1,3,1,7,2,1,0,1,0,0,NA,1,1,1,0,4,0,0,0,1,1,0,0
0,1,2,1,1,0,0,-1,1,2,1,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0
1,1,2,1,1,0,0,-1,1,2,1,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0
0,1,NA,1,1,1,0,NA,NA,1,1,0,2,NA,0,NA,0,1,1,0,5,0,0,0,0,1,0,0
0,0,2,1,0,0,1,1,0,2,NA,0,1,0,0,NA,1,1,1,0,2,0,1,0,0,1,0,0
0,0,1,0,0,0,4,1,3,2,0,1,1,0,1,NA,0,1,1,0,5,0,0,0,0,1,0,0
0,1,3,0,1,0,1,1,0,2,1,0,2,0,1,NA,1,3,1,0,3,1,1,0,0,1,2,0
0,1,3,1,1,0,1,1,2,2,NA,0,2,NA,0,0,1,2,1,1,3,0,1,0,0,1,2,0
0,1,2,0,0,0,2,0,2,1,1,0,NA,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0
1,0,3,0,0,0,0,NA,6,2,1,1,1,0,0,NA,1,1,3,3,2,0,1,0,0,0,5,1
1,0,1,1,0,0,0,NA,8,2,1,1,1,0,0,NA,0,1,4,3,4,0,1,0,0,0,4,1
1,1,1,1,1,1,0,1,5,2,1,1,1,0,0,NA,1,1,1,3,4,0,1,0,0,0,4,1
0,1,3,1,1,0,1,1,0,2,0,1,1,0,0,0,1,14,1,0,3,1,0,0,0,0,2,0
0,0,1,1,0,0,5,1,NA,2,0,1,1,NA,1,0,1,1,1,0,5,1,1,0,0,1,0,0
0,1,1,1,1,0,1,NA,1,1,1,0,1,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0
0,1,3,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
0,1,1,1,1,0,NA,NA,0,2,1,0,2,0,0,NA,1,2,1,0,2,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,2,NA,1,1,0,1,0,1,4,1,0,1,1,0,0,1,0,1,0
1,0,2,0,0,0,0,1,1,2,1,0,1,NA,0,NA,1,1,2,1,4,0,0,0,0,1,1,0
0,1,3,1,1,1,1,1,1,2,NA,0,2,NA,0,NA,1,1,1,0,3,0,0,1,0,1,0,0
0,0,1,1,0,0,NA,NA,2,2,0,0,1,0,0,NA,1,3,1,0,5,1,1,0,0,1,0,0
0,0,3,1,1,0,1,0,0,2,NA,0,1,NA,0,NA,0,1,1,0,5,0,0,0,0,1,0,0
1,1,1,0,0,1,1,NA,17,2,1,0,1,0,0,1,0,1,1,3,4,0,0,0,0,1,0,0
0,1,2,1,1,1,2,NA,13,1,1,0,1,0,0,1,0,1,NA,3,4,0,0,0,0,0,0,0
0,1,1,1,1,1,3,0,2,2,1,0,2,0,0,NA,1,1,1,0,5,0,0,0,0,1,0,0
0,1,1,1,1,0,5,0,0,2,1,1,2,NA,1,NA,1,1,1,0,5,0,0,0,0,1,0,0
0,1,3,0,0,0,1,1,0,2,NA,0,1,NA,0,NA,1,1,1,0,2,0,0,0,0,1,0,0
0,1,1,1,1,1,1,NA,0,2,NA,0,1,0,1,NA,1,1,1,0,4,0,0,1,0,1,0,0
0,1,1,0,0,0,NA,1,0,2,1,0,2,0,0,NA,1,1,2,0,5,0,0,0,0,1,1,0
0,0,2,0,1,0,3,1,4,2,NA,1,1,0,1,0,0,1,1,0,4,1,0,0,0,1,1,0
0,1,2,0,0,1,1,0,6,2,1,1,2,NA,1,NA,1,1,1,0,3,0,1,1,0,1,1,0
0,1,1,0,0,0,0,0,2,2,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
0,0,2,0,0,1,2,0,0,2,1,1,1,NA,1,0,1,4,1,0,2,1,0,0,1,1,1,0
0,1,3,0,1,1,0,1,3,2,1,0,2,NA,0,0,0,3,1,1,3,1,1,0,0,0,1,0
1,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0
1,0,2,0,0,0,0,0,11,1,1,0,1,0,0,0,0,1,NA,1,4,0,0,0,0,0,0,0
1,0,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0
0,0,1,1,1,0,3,1,0,2,NA,1,1,NA,1,NA,1,1,1,0,6,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,3,2,0,0,2,NA,0,NA,0,2,1,2,3,0,1,0,0,0,0,0
0,1,1,1,0,1,4,0,9,2,1,0,2,0,0,0,0,1,1,0,5,0,0,0,0,1,0,0
0,1,1,1,1,1,2,0,0,2,0,1,2,NA,1,0,0,1,1,0,5,0,0,1,0,1,0,0
0,1,3,1,0,0,0,1,4,1,1,0,2,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0
0,1,2,1,0,0,1,0,4,1,NA,0,2,NA,0,NA,1,1,1,0,3,0,0,0,0,1,0,0
0,1,1,1,0,0,1,NA,2,2,NA,0,2,0,0,0,0,1,1,1,5,0,1,0,0,1,1,0
0,1,1,1,0,1,2,0,1,1,1,0,2,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0
0,1,3,0,1,0,0,0,8,1,1,0,2,0,0,0,0,3,1,1,4,1,0,0,0,1,0,0
0,1,2,0,1,1,1,0,6,1,1,0,2,NA,0,NA,1,3,NA,1,4,1,0,0,0,1,1,0
0,1,2,1,1,1,0,0,9,2,1,0,2,0,0,NA,1,1,1,1,4,0,0,0,0,1,0,0
0,1,1,1,1,0,5,NA,0,2,1,0,2,0,0,0,1,1,1,0,5,0,0,1,0,1,0,0
0,1,1,1,1,1,7,0,4,2,0,1,2,0,0,NA,0,1,1,0,5,0,1,1,0,1,0,0
0,1,1,0,0,0,0,0,3,2,1,0,2,0,0,0,0,1,NA,2,1,0,0,0,0,1,0,0
0,0,3,1,0,0,1,1,7,2,1,0,1,0,0,0,0,2,1,2,4,1,1,0,0,1,4,0
0,1,1,1,1,0,2,NA,0,2,0,1,2,0,1,NA,1,1,1,0,4,0,0,1,0,1,1,0
0,1,1,0,1,0,NA,1,1,2,0,1,2,0,0,NA,1,1,1,0,5,0,0,0,0,1,0,0
0,0,2,1,1,0,1,0,1,2,0,0,1,0,0,0,0,3,1,2,3,1,1,0,0,1,2,0
0,0,1,0,0,0,NA,NA,0,2,0,0,1,0,0,NA,1,3,1,2,2,1,1,0,0,0,4,0
0,1,3,1,1,1,2,0,0,2,0,0,2,1,1,0,1,14,1,0,3,1,0,0,0,1,1,0
0,1,2,1,1,1,2,NA,0,2,1,0,2,NA,0,0,1,1,1,0,4,0,0,0,0,1,0,0
0,0,3,1,0,1,2,0,18,1,0,0,1,0,0,0,1,1,1,0,4,0,0,0,0,1,1,0
0,1,2,1,1,1,2,1,6,2,0,0,1,0,0,NA,1,1,1,0,4,0,0,0,0,1,1,0
0,0,3,1,0,0,2,1,0,2,0,1,1,0,1,NA,1,1,1,0,5,0,1,1,0,1,0,0
0,1,2,0,1,1,9,1,NA,2,1,1,2,NA,1,NA,1,1,1,0,5,0,1,1,1,1,0,0
0,0,3,1,0,1,5,0,0,2,0,0,1,0,1,1,0,1,2,0,4,0,0,1,0,1,0,0
0,0,3,0,0,1,2,0,0,2,0,1,1,NA,1,0,1,1,1,0,6,1,0,0,1,1,1,0
0,1,2,0,0,0,1,0,3,2,0,0,2,0,0,0,0,1,1,2,2,0,1,0,0,1,0,0
0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,1,2,1,1,2,0,1,NA,0,1,1,0,4,0,0,1,0,1,0,0
0,1,3,0,0,0,NA,1,1,2,1,1,2,0,0,0,1,1,1,0,3,0,0,1,0,1,0,0
0,1,3,0,1,0,0,0,0,2,1,0,2,1,0,0,1,6,2,0,2,0,0,0,0,1,1,0
0,0,1,0,1,0,2,0,3,2,1,1,1,NA,0,0,1,4,1,0,5,1,1,0,0,1,0,0
0,1,3,1,0,1,1,1,0,2,1,0,2,0,0,NA,1,1,1,0,2,0,0,0,0,1,1,0
0,1,1,1,1,1,5,0,2,2,1,0,2,NA,0,NA,1,1,1,0,4,0,0,0,0,1,0,0
0,1,2,0,0,0,NA,NA,4,2,0,0,2,0,0,NA,1,1,1,0,3,0,0,0,0,0,1,0
0,1,1,1,0,0,3,0,14,1,0,1,2,NA,0,NA,1,22,1,0,4,0,0,1,0,1,0,0
0,1,2,1,1,0,0,0,5,2,0,0,2,0,0,NA,0,1,1,0,4,0,0,0,0,1,0,0
0,1,1,1,1,0,2,NA,2,2,NA,1,1,0,1,NA,1,1,1,0,4,0,0,1,0,1,0,0
1,0,3,0,0,1,0,0,34,1,1,0,1,0,0,NA,0,1,1,1,3,0,0,0,1,1,1,0
0,1,2,1,0,0,3,0,13,1,1,0,2,0,0,NA,1,1,NA,2,4,0,0,0,0,1,0,0
0,1,2,0,0,0,0,0,0,2,NA,0,2,0,0,0,0,1,NA,2,2,0,0,0,0,1,0,0
0,1,2,1,1,0,1,0,3,1,1,0,2,0,0,NA,1,1,1,2,3,0,0,0,0,1,0,0
0,1,2,1,1,1,3,1,21,1,0,0,2,0,0,NA,1,1,1,0,6,0,0,0,0,1,0,0
0,0,3,1,0,1,2,1,0,2,0,0,1,0,0,0,0,1,1,0,6,0,0,0,0,1,0,0
0,1,2,1,1,0,1,0,1,2,0,0,2,0,0,NA,0,1,1,0,4,0,0,0,0,1,1,0
0,0,1,1,0,1,3,0,1,2,1,1,1,0,1,0,0,1,1,0,4,0,0,0,0,0,1,0
0,1,1,1,0,0,NA,0,13,2,1,0,1,NA,0,1,0,1,NA,3,4,0,0,0,0,0,0,0
0,1,1,0,1,1,3,0,10,1,1,0,1,0,1,0,1,1,1,2,4,0,0,0,0,0,1,0
0,0,3,1,1,0,0,0,0,2,NA,0,1,1,0,0,1,4,1,0,3,0,0,0,0,1,0,0
0,0,3,1,0,1,2,1,0,2,0,1,1,0,1,0,1,2,NA,2,6,1,1,1,0,0,1,0
0,1,2,1,1,0,1,NA,1,2,0,0,2,0,0,NA,1,1,1,0,2,0,0,1,0,1,0,0
0,0,1,1,1,0,1,0,1,2,0,0,1,NA,0,NA,1,2,1,0,3,0,0,1,0,1,1,0
0,1,3,1,1,1,0,1,4,2,1,0,2,NA,0,NA,0,1,NA,2,3,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,NA,2,0,0,1,0,1,0,0,1,2,1,1,0,0,0,1,1,1,0
0,0,1,0,1,0,0,NA,0,2,0,0,1,0,0,NA,1,1,1,1,1,0,0,0,0,1,2,0
0,0,1,1,0,1,4,0,2,2,0,0,1,0,0,NA,0,1,1,0,3,0,0,0,0,1,0,0
0,1,2,0,1,1,2,1,3,2,1,0,1,NA,0,1,0,1,1,3,3,0,0,0,0,0,1,0
0,1,3,0,1,1,2,1,2,2,1,0,1,NA,0,0,0,1,NA,3,4,0,0,0,0,0,1,0
0,1,2,0,1,1,2,0,1,2,1,0,1,0,0,0,0,1,NA,3,3,0,0,0,0,0,1,0
0,0,3,1,0,0,3,0,1,2,NA,0,2,0,0,NA,1,1,NA,1,4,0,0,0,0,1,0,0
0,1,1,1,1,0,1,NA,1,1,1,0,2,0,0,NA,1,1,1,0,3,0,1,0,0,0,0,0
0,0,3,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0
0,1,1,1,1,0,3,NA,5,2,1,1,2,0,0,NA,1,1,1,0,4,0,0,0,0,1,0,0
0,1,3,1,0,0,3,1,5,2,0,0,2,0,0,NA,1,1,1,0,6,0,0,1,0,1,0,0
0,1,2,1,1,0,1,NA,5,1,NA,1,2,0,0,NA,1,2,1,0,3,0,0,1,0,1,1,0
0,0,2,1,1,0,NA,1,0,2,0,0,1,0,0,NA,1,1,1,0,2,0,0,1,0,1,0,0
0,0,1,1,1,1,2,0,8,2,1,0,2,0,0,NA,0,1,1,0,3,0,0,0,0,1,0,0
0,0,3,1,1,1,NA,-1,16,1,1,0,1,NA,0,0,0,1,1,2,4,0,0,0,0,0,0,0
0,1,NA,1,1,1,9,NA,0,2,1,0,2,0,0,NA,1,2,1,1,6,0,0,0,0,1,1,0
0,1,1,0,1,0,6,NA,0,2,1,0,2,0,0,NA,1,2,1,1,6,0,0,0,0,1,1,0
0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0,2,1,0,0,3,1,0,2,0,0,1,NA,0,0,1,1,1,0,6,0,1,1,0,1,1,0
0,1,2,1,1,0,NA,NA,1,2,1,0,1,0,0,0,1,2,1,0,3,0,1,0,0,1,1,0
0,1,NA,1,1,1,5,0,4,2,0,0,2,0,0,NA,0,1,1,0,5,0,0,1,0,1,0,0
0,0,1,1,1,1,NA,NA,3,2,NA,0,2,0,0,0,1,3,1,0,3,1,0,0,0,1,0,0
0,0,2,0,1,0,1,0,0,2,NA,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0
0,1,1,0,1,0,NA,NA,5,2,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0
1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,3,0
0,1,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0
0,1,2,1,0,1,1,0,3,2,1,0,1,NA,0,0,0,1,1,0,2,0,0,0,0,0,0,0
0,1,3,0,1,1,NA,1,0,2,0,0,2,NA,0,0,0,1,NA,1,3,0,1,0,0,1,0,0
0,1,3,1,0,0,1,1,1,2,0,0,2,NA,0,0,0,1,NA,1,2,0,0,0,0,1,0,0
0,1,1,1,0,0,4,0,2,2,0,1,2,NA,1,NA,1,1,1,0,5,0,0,1,0,0,1,0
0,1,3,1,1,1,2,1,2,2,0,0,2,0,1,NA,0,1,NA,4,4,0,0,0,0,1,2,0
0,1,2,0,0,1,4,-1,1,2,NA,0,2,0,0,0,0,1,1,3,4,1,1,0,0,1,2,0
0,1,3,1,1,0,2,1,0,2,0,0,2,0,0,0,0,1,NA,3,4,1,1,0,0,1,2,0
0,1,1,0,0,1,9,NA,0,2,NA,1,2,0,1,NA,1,1,1,0,6,0,0,1,0,1,1,0
1,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,1,0,0,1,2,1
0,1,3,0,1,0,0,0,3,2,NA,0,2,0,0,NA,0,1,1,0,3,0,0,0,0,1,0,0
0,1,2,0,0,0,0,NA,4,1,1,0,6,0,0,0,0,2,1,2,4,0,1,0,0,1,0,0
0,0,3,1,0,0,2,1,0,2,0,1,1,0,1,NA,1,1,2,0,5,0,0,1,0,1,1,0
1,1,2,1,1,0,0,0,2,1,1,1,1,0,0,NA,1,2,1,0,4,0,0,0,1,0,1,0
0,1,2,1,0,0,NA,NA,0,2,1,0,1,0,0,0,0,1,NA,1,2,0,0,0,0,1,1,0
0,1,2,1,1,0,2,NA,0,2,1,0,1,NA,0,0,0,1,1,0,2,0,0,0,0,0,0,0
0,1,2,0,0,0,1,1,5,2,1,0,1,0,0,NA,1,1,1,0,2,0,0,0,0,1,1,0
0,0,2,1,0,1,2,0,2,2,0,0,1,NA,0,0,0,2,NA,2,5,0,1,0,0,0,0,0
0,1,2,0,1,1,0,0,2,2,1,0,1,0,0,0,1,1,NA,2,2,0,1,0,0,1,1,0
0,1,2,1,0,1,4,0,4,1,0,1,2,0,0,NA,1,1,1,0,4,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,7,2,1,0,2,0,0,0,0,1,NA,3,3,0,0,0,0,0,0,0
0,1,2,1,1,1,0,0,5,1,1,0,2,0,0,0,0,1,NA,3,3,0,0,0,0,1,0,0
0,0,2,1,1,0,2,1,NA,2,1,0,1,0,0,0,0,1,1,0,5,0,0,0,0,1,0,0
0,0,2,0,0,0,NA,0,1,2,1,0,1,0,0,NA,1,1,1,2,2,0,1,1,0,1,1,0
0,0,2,0,0,0,0,NA,NA,2,1,0,1,0,0,NA,0,1,NA,2,2,0,1,1,0,1,1,0
0,0,3,1,1,0,1,0,1,2,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,1,0,2,0,1,0,0,0,3,0
0,1,2,0,1,1,0,0,4,1,1,0,2,0,0,NA,1,1,1,0,3,0,0,0,0,1,1,0
0,0,2,1,1,0,5,0,8,1,1,0,1,NA,1,NA,0,1,1,0,5,0,1,0,0,1,0,0
0,1,2,1,0,0,0,0,8,2,1,0,2,0,0,NA,1,1,1,0,3,0,0,0,0,1,0,0
0,1,1,1,1,1,3,NA,1,1,1,0,2,0,0,0,1,1,1,0,4,0,0,0,0,1,1,0
1,1,2,0,0,0,3,NA,3,1,1,0,1,NA,0,0,0,1,1,2,3,0,0,0,0,0,2,0
0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0,2,0,1,1,0,0,NA,1,4,NA,2,1,0,0,0,0,0,0,0
0,0,1,0,1,0,NA,NA,1,2,0,1,1,0,0,0,1,1,NA,2,3,0,0,0,0,1,0,0
0,0,3,1,1,1,2,1,1,1,0,0,1,0,0,0,1,1,1,3,4,0,1,0,0,1,0,0
0,0,1,1,0,1,8,0,8,2,0,0,1,0,0,0,1,1,NA,3,5,0,1,0,0,1,0,0
0,0,1,1,1,0,1,1,2,2,1,0,1,1,1,0,1,4,1,1,3,0,0,0,0,1,2,0
0,1,2,1,1,1,2,0,2,2,1,0,2,0,0,NA,0,1,1,0,4,0,1,0,0,1,1,0
0,1,2,1,1,0,1,0,21,1,1,1,2,0,0,NA,1,1,1,0,5,0,0,0,0,1,0,0
0,1,2,1,1,0,0,0,0,2,1,0,2,NA,1,NA,1,1,1,1,2,0,0,1,0,1,1,0
0,1,2,0,0,1,1,0,6,2,0,1,2,0,0,0,1,1,1,0,4,0,0,0,0,1,0,0
0,0,2,1,1,0,1,NA,0,2,0,0,2,0,0,0,0,2,NA,2,3,0,1,0,0,1,0,0
0,1,2,1,1,1,0,0,4,2,0,0,2,0,0,0,0,1,1,2,3,0,1,0,0,1,0,0
0,0,2,1,0,1,2,0,10,2,1,0,1,0,0,0,1,1,1,0,4,0,0,1,0,1,1,0
0,0,2,0,1,0,3,NA,0,2,1,0,1,0,0,0,1,4,2,3,4,1,0,0,0,0,2,0
0,1,2,0,1,1,NA,NA,1,2,1,0,1,0,0,0,1,2,1,0,2,0,0,0,0,1,1,0
0,1,1,1,1,1,0,0,2,2,0,0,2,NA,0,NA,1,2,1,0,3,0,0,1,0,1,1,0
0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,4,1,0,0,0,1,2,0
1,1,2,1,0,0,1,0,NA,2,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0
1,1,3,0,0,0,0,0,NA,2,1,0,1,0,0,0,1,1,1,2,3,0,0,0,0,0,1,0
0,1,2,1,0,0,0,0,0,2,1,0,2,0,0,NA,1,1,1,0,1,0,0,0,1,1,0,0
1,1,3,0,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,1,4,1,1,0,1,1,1,0
1,0,3,0,0,1,3,0,16,1,1,0,1,NA,0,NA,1,1,1,1,4,0,0,0,1,0,2,0
0,0,1,1,1,1,2,0,4,2,0,1,1,NA,1,0,0,1,1,0,6,0,0,0,1,1,0,0
1,1,2,0,1,0,1,NA,0,2,1,0,1,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0
0,0,3,1,0,1,0,1,1,2,1,1,1,NA,1,NA,1,1,NA,1,3,0,1,1,0,1,1,0
0,0,2,0,1,0,0,1,9,1,1,0,1,0,0,NA,1,4,1,0,6,1,0,0,0,1,3,0
0,0,2,1,1,0,1,1,0,2,0,1,1,1,1,0,1,4,1,0,4,0,0,0,0,1,3,0
0,1,2,0,1,0,0,1,0,2,1,0,1,0,0,0,0,1,NA,2,2,0,0,0,0,0,0,0
0,1,2,0,1,0,NA,NA,3,2,NA,0,1,0,0,0,0,1,NA,3,2,0,1,0,0,1,0,0
0,1,1,1,1,1,0,1,3,2,0,1,2,0,1,0,0,1,1,0,6,0,0,1,0,1,0,0
0,1,3,0,1,0,0,NA,3,2,NA,0,2,0,0,0,1,1,1,1,2,0,0,0,0,1,1,0
1,1,2,0,0,0,NA,NA,3,1,1,0,1,0,0,1,0,1,1,2,3,0,0,0,0,0,1,0
0,1,2,1,1,1,2,0,2,2,1,1,2,1,1,0,1,13,2,1,4,0,0,0,0,0,1,0
1,1,2,0,0,0,0,NA,0,2,1,1,1,0,0,NA,1,1,1,0,2,0,1,0,0,0,1,0
0,1,3,1,1,1,1,0,2,1,NA,0,2,0,0,NA,0,1,1,0,3,0,0,0,0,1,0,0
1,0,NA,0,0,1,NA,NA,6,2,1,1,2,NA,0,0,0,2,1,0,3,1,1,0,1,0,1,0
0,0,3,0,1,1,2,1,1,2,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0
1,1,1,0,0,0,0,NA,NA,2,0,0,2,0,1,NA,1,1,NA,1,6,0,0,0,0,1,1,0
1,0,NA,0,0,0,NA,NA,0,2,0,1,1,0,0,NA,1,1,1,0,2,1,0,0,1,0,3,0
0,1,2,1,1,0,0,0,0,2,NA,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,NA,1,1,NA,2,2,0,0,0,0,1,1,0
0,1,2,1,1,1,1,0,3,1,1,0,2,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0
0,1,2,0,0,1,1,1,8,2,0,0,1,0,0,0,1,1,1,3,3,0,0,0,1,0,4,0
0,1,1,0,1,1,2,0,1,1,1,0,2,NA,0,NA,1,1,1,0,4,0,0,0,0,1,0,0
0,1,1,1,1,0,3,0,0,2,NA,0,2,0,0,NA,0,1,1,0,4,0,0,1,0,1,1,0
0,0,3,0,0,1,0,0,2,2,NA,0,1,0,0,0,1,1,1,1,4,0,0,0,0,1,0,0
0,1,1,1,1,0,0,0,0,2,1,0,2,NA,0,NA,1,1,1,0,2,0,1,0,0,1,0,0
0,0,1,0,1,0,3,1,0,2,1,0,1,0,0,0,0,2,1,0,6,1,1,0,0,0,1,0
0,1,2,1,1,0,NA,NA,1,1,NA,0,2,1,0,0,1,1,1,0,2,0,1,1,0,0,0,0
0,1,1,1,1,0,NA,NA,0,2,1,1,1,0,0,0,1,24,1,2,4,0,0,0,0,1,1,1
0,1,2,0,1,0,NA,NA,0,2,1,1,2,0,0,0,1,24,1,2,2,0,0,0,0,1,2,1
0,1,1,0,1,0,0,0,0,2,1,1,2,0,0,NA,1,3,NA,2,2,1,1,0,0,0,0,1
0,1,1,1,1,1,2,0,2,2,1,0,2,NA,0,NA,1,1,1,0,3,0,0,0,0,1,1,0
0,1,1,1,1,1,8,0,2,2,1,0,2,NA,0,NA,1,1,1,3,4,0,0,0,0,1,0,0
0,0,1,1,1,1,1,0,4,2,1,1,1,NA,1,NA,1,3,1,0,5,1,0,1,0,1,2,0
0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0
0,1,2,1,1,0,0,0,0,2,NA,0,1,NA,0,NA,0,1,1,0,2,0,0,0,0,1,1,0
