year,st,stateno,state,state_fips,state_icpsr,pollib_median,pollib_lower,pollib_upper,pollib_sd,st_ec,st_soc,avgec_low,avgsoc_low,avgec_mid,avgsoc_mid,avgec_high,avgsoc_high,vst_ec,vst_soc,vavgec_low,vavgsoc_low,vavgec_mid,vavgsoc_mid,vavgec_high,vavgsoc_high,innovatescore_boehmkeskinner,policypriorityscore,yrstatehd,w_ec_access,abortion_consent_1973_1991,abortion_consent_1992_2014,abortion_reform_preroe,w_abortion_parental_notice_1983_,abortion_partial_birth,abortion_medicaid,aborparc,aborparn,aborpreroe,drugs_boehmke_statrapage,death_penalty,w_animal_cruelty_felony,broadcom,cappun,childabu,civinjaut,correct,cyberstalk,harass,hatecrime,idtheft,indorgris,juvisup,parolesup,postdna,sexreginfo,stalkdef,statrapage,strikes,viccomp,vicrtsamd,drugs_boehmke_kegreg,drugs_marijua_decrimilization,drugs_medical_marijua,drugs_boehmke_mlda21,drugs_smoking_ban_workplaces,drugs_smoking_ban_restaurants,drugs_boehmke_zerotol,alcbevcon,alctreat,dui08,kegreg,medmar,methpre,mlda21,pdrugmon,smokeban,zerotol,w_education_biblereading,education_corporal_punishment_ba,z_education_expenditures_per_pup,w_education_moment_of_silence,z_education_higher_edu_spending,education_teacher_cert_hs,education_teacher_cert_elementar,education_schoolfordeaf,education_librarysystem,arts,chartersch,education,edutv,hsexit,schoolchoi,teacelm,environment_air_pollution_contro,environment_bottlebill,environment_ca_car_emissions_sta,environment_electronic_waste,w_environment_endangered_species,environment_state_nepas,environment_ghg_cap,environment_publicbenefit_funds,w_environment_solar_taxcredit,environ,natreso,renewport,soil,gambling_casinos,gambling_lottery_adoption,indgaming,lott,w_gayrights_public_accomodations,w_gayrights_civilunions_marriage,w_gayrights_employment_discrimit,gayrights_hatecrimes,gayrights_ban_sodomy,gaymarban,giexorder,gilaw,soexorder,solaw,absvot,adcom,citzon,cogrowman,crtadm,earlvot,econdev,enterzone,humrel,legpre,missplan,motorvoter,norealid,pldvpag,pubcamfun,shield,stplnb,termlim,urbrenen,guncontrol_assaultweapon_ban,w_guncontrol_bc_dealers,w_guncontrol_bc_privatesales,guncontrol_licenses_dealers,w_guncontrol_waitingperiod,guncontrol_opencarry,guncontrol_satnightspecial_ban,guncontrol_stand_your_ground,w_guncontrol_registration_requir,bradycamp,immigration_english_language,immigration_instate_tuition_ille,labor_age_discrimition,labor_antiinjunction_laws,labor_collective_bargaining_stat,labor_collective_bargaining_teac,w_labor_state_ada,labor_merit_system,labor_minwage_abovefed,labor_minimumwage_men,labor_minimumwage_women_anymajor,labor_prevailing_wage_laws,labor_right_to_work,labor_state_retirement_system,labor_state_disability_insurance,z_labor_unemployment_compensatio,labor_workers_compensation,x_labor_childlabor_workpermitage,x_labor_childlabor_ageleaveschoo,w_labor_relations_acts,antiinj,fairemp,fairtrade,miglab,minwage,sals,licenses_chiropractors,licenses_dentists,licenses_architects,licenses_beauticians,licenses_pharmacists,licenses_engineers,licenses_nurses,licenses_accountants,licenses_real_estate,beaulic,intbar,realest,regulation_sedition_laws,regulation_forced_sterlizations,regulation_boehmke_grandvist,regulation_hate_crimes,regulation_housing_ebling_federa,regulation_housing_directstateai,regulation_boehmke_livingwill,regulation_pain_suffering_limits,regulation_physician_suicide,regulation_boehmke_cogrowman,regulation_boehmke_shield,regulation_rent_control,regulation_rfra,regulations_state_debt_limitatio,regulations_homerule,regulations_lemonlaw,regulation_utility_jurisdiction,bottle,ccreceipt,credfreez,elecdereg,grandvist,lemon,livingwill,pestcomp,retainag,race_school_segregation,race_interracial_marriage_banned,w_race_disc_public_accom2,w_race_disc_public_accommodation,race_fair_employment_commissions,race_fair_employ_comm_post1964,w_race_fair_housing_private,race_boehmke_fhpub,race_boehmke_fhurb,fhpriv,fhpub,fhurb,segoss,cig_taxes_biry,z_cigarette_taxes,earned_income_taxcredit,income_taxes,x_tax_rate_rich,sales_taxes_biry_pre1946,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,corporate_incometax,estate_tax,cigtax,gastax,inctax,lien,revenue,tels,transportation_controlledaccessh,regulation_bicycle_helmets,regulation_mandatory_seatbelts,regulation_motorcycle_helmets,regulation_mandatory_car_insuran,autosaf,childseat,conacchwy,gdl,kidhelmet,motorhelm,primseat,prkagcit,transport,z_ssi_afdc_families_payments,afdc_up,z_ssi_blind_payments,z_ssi_disabled_payments,z_ssi_blind_payments_post1965,z_ssi_disabled_payments_post1965,x_chip_children,x_chip_infants,z_ssi_ga_payments_per_case,z_ssi_ga_payments_per_recipient,x_chip_pregntwomen,x_chip_pregntwomen_prebba,z_ssi_old_age_payments,z_ssi_old_age_payments_post1965,boehmke_snrpresc,medicaid_stateadoption,z_tanf_paymentsperfamily,z_tanf_initialelig,z_tanf_maxpayment,adc,aging,aidperm,banfaninc,bangag,blind,colcanscr,comage,contrains,famcap,health,higissue,higrenew,hiport,hiprecon,hmomod1,hmomod2,idas,infanthear,kinship,mailreg,manclin,mntlhlth,msas,oldagea,pubhouen,recipsup,rightdie,sdce,snrpresc,timelim,genderrights_gender_equal_pay,genderrights_era_ratification,genderrights_jury_service,genderrights_state_eras,genderrights_gender_discrimition,genrights_genddiscrim_post1964,genderrights_nofault_divorce,equalpay,offwmh,pubbrefeed,gunbckcheck,cartheftrate,carthefttotal,murderrate,murdertotal,propcrimerate,propcrimetotal,raperate,rapetotal,robrate,vcrimerate,vcrimetotal,poptotal,popdensity,popfemale,popmale,popunder5,pop5to17,pop18to24,pop25to44,pop45to64,popover65,popover85,evangelical_pop,nonwhite,licdrivers,abortionrate,divorcerate,birthrate,newimmig,refugeetotal,know_gov,know_govparty,partisan_knowledge_scale,soc_capital,soc_capital_ma,region_census,is_a_state,dc_dummy,odd_even_year,personal_income1000s_annual,personal_income1000s,personal_income1000s_exists,pop_annual,disposable_personal_income1000s_,statemin,incshare_top10,incshare_top5,incshare_top1,incshare_top05,incshare_top01,incshare_top001,atkin_index,gini_coef,theil_index,pop_growth,pop_quar,pop_quar_exists,pc_inc_ann,state_cpi_bfh,regional_cpi_bls_quar,nat_cpi_bls_quar,housing_prices_quar,state_cpi_bfh_est,bfh_cpi_multiplier,state_cpi_bfh_est_quar,inc_multiplier,personal_income1000s_b,personal_income1000s_b_exists,real_inc1000s_quar,real_inc1000s_quar_exists,real_pc_inc_quar,real_pc_inc_quar_exists,real_pc_inc_quar_exists2,pc_inc_quar,pc_inc_quar_exists,gsp_naics_ann,gsp_naics_ann_exists,gsp_naics_ann_exists2,gsp_sic_ann,gsp_sic_ann_exists,gsp_sic_ann_exists2,gsp_naics_ann_multiplier,gsp_sic_ann_multiplier,gsp_naics_q,gsp_sic_q,gsp_q,gov_fin_fy,budg_lag_from_fy_end,total_debt_outstanding,total_revenue,general_revenue,taxes,total_expenditure,general_expenditure,state_gov_finance_exists,spending_stfunds_perincome,spending_fedfunds_perincome,employ_pop,change_proptax,change_bustax_other,change_utiltax,change_amustax,change_docstocktax,change_corptax,change_corplicrev,change_salestax,change_incometax,change_sevtax,change_fueltax,change_tobtax,change_vehtax,change_stincometax,wine_tax,wine_tax_rank,spirit_tax,spirit_tax_rank,beer_tax,beer_tax_rank,fedshare_rev,med_spending_own,dayreserve_genfund,endingbal_rainyday,res_genfund,fy_end_month,fy_end_day,fy_end_quar,non_june_30_fy_end_date,legislative_current_op_exp,legislative_construction_exp,legislative_other_capital_exp,legislative_equipment_exp,legislative_total_exp1,legislative_total_exp1_exists,legislative_total_exp1_note,legislative_total_exp2,legislative_total_exp2_exists,legislative_total_exp,legislative_total_exp_exists,budget_surplus,total_debt_outstanding_gsp,total_revenue_gsp,general_revenue_gsp,taxes_gsp,total_expenditure_gsp,general_expenditure_gsp,budget_surplus_gsp,total_debt_outstanding_inc,total_revenue_inc,general_revenue_inc,taxes_inc,total_expenditure_inc,general_expenditure_inc,budget_surplus_inc,real_leg_tot_exp,real2_leg_tot_exp,real2_inc_quar,real2_pc_inc_quar,taxcapacityindex,taxeffortindex,regfree,regrank,econfree,econrank,fiscfree,fiscrank,persfree,persrank,freedom,ranking,gunfree,alcfree,mjfree,autofree,gamfree,malafree,edufree,forfree,vcfree,marrfree,elecfree,tobfree,landfree,labfree,healthfree,utilfree,occfree,tortfree,miscregfree,efna_index,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue_mercatus,total_expenses,noncurrent_liability,change_in_net_assets,uaal_pension,uaal_opeb,primary_gov_debt,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_rat,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,primarydebt_income_ratio,pension_income_ratio,opeb_income_ratio,cash_index,lr_solvencyindex,budgt_solv,ser_lvl_solv,trust_fund_solv,fisc_cond_w_trust_fund,pctwomenearn,valueofagsect,unemployment,employed,unemployed,taxrevcorporate,patents,hincomemed,lotticksales,lotprize,lotadmincosts,incomepcap,gsppcap,gsptotal,farmpayment,povrate,marginallyfoodinsecure,foodinsecure,verylowfoodsecure,foodstampben,afdc_rep,afdc_case,afdccases_childonly,foodstamp_rep,foodstamp_case,wicparticipation,nslp_free,nslp_reduced,nslp_total,sbp_free,sbp_reduced,sbp_total,welfare_spending_percap,ssistate,totalssi,ssirecipients_total,ssirecipients_aged,ssirecipients_blind,ssirecipients_disabled,cash_assist_percap,unemploy_comp_percap,workerscompensation,stateeitcrate,firms,bankrupt,educspend,hsdiploma,edattendrate,eddayattendrate,eddropoutrate,edinstruct_pct_expend,edinstruct_expend_pstud,pupilteachratio,edtotalexpend,enrollstudents,mathscore4th,readscore4th,noofvotes,vepvotingrate,vep,nofelons,elect_year,sen_prop_up,hs_prop_up,ranney1_sen_dem_prop,ranney2_hs_dem_prop,ranney3_gub_prop,ranney4_control,ranney4_control_alt,ranney1_sen_dem_prop_4yr,ranney2_hs_dem_prop_4yr,ranney3_gub_prop_4yr,ranney4_control_4yr,ranney4_control_alt_4yr,ranney1_sen_dem_prop_6yr,ranney2_hs_dem_prop_6yr,ranney3_gub_prop_6yr,ranney4_control_6yr,ranney4_control_alt_6yr,ranney1_sen_dem_prop_8yr,ranney2_hs_dem_prop_8yr,ranney3_gub_prop_8yr,ranney4_control_8yr,ranney4_control_alt_8yr,ranney1_sen_dem_prop_10yr,ranney2_hs_dem_prop_10yr,ranney3_gub_prop_10yr,ranney4_control_10yr,ranney4_control_alt_10yr,ranney_4yrs,ranney_6yrs,ranney_8yrs,ranney_10yrs,ranney_4yrs_alt,ranney_6yrs_alt,ranney_8yrs_alt,ranney_10yrs_alt,folded_ranney_4yrs,folded_ranney_6yrs,folded_ranney_8yrs,folded_ranney_10yrs,folded_ranney_alt_4yrs,folded_ranney_alt_6yrs,folded_ranney_alt_8yrs,folded_ranney_alt_10yrs,hvd1_winper_4yr,hvd2_winmargin_4yr,hvd3_uncont_4yr,hvd4_safeseat_4yr,unusable_seats_4yr_per,hvd1_winper_6yr,hvd2_winmargin_6yr,hvd3_uncont_6yr,hvd4_safeseat_6yr,unusable_seats_6yr_per,hvd1_winper_8yr,hvd2_winmargin_8yr,hvd3_uncont_8yr,hvd4_safeseat_8yr,unusable_seats_8yr_per,hvd1_winper_10yr,hvd2_winmargin_10yr,hvd3_uncont_10yr,hvd4_safeseat_10yr,unusable_seats_10yr_per,hvd_4yr,hvd_6yr,hvd_8yr,hvd_10yr,sf_hvd_4yr,sf_ranney_4yr,sf_hvd_8yr,sf_ranney_8yr,sf_hvd_10yr,sf_ranney_10yr,gov_contrib,house_contrib,senate_contrib,court_contrib,ballot_contrib,dem_contrib,rep_contrib,nonindiv_contrib,contrib_to_incumbs,contrib_to_dems,contrib_to_reps,contrib_to_thirdparty,contrib_agri,contrib_candidates,contrib_comm_elect,contrib_construction,contrib_defense,contrib_energy_natres,contrib_gov_ed_other,contrib_health,cotrib_ideo_singiss,contrib_labor,contrib_lawyer_lobby,contrib_transp,contrib_unitemized,contrib_fin_ins_realestate,contrib_public_subsidy,contrib_business,contrib_party,overall_fin_reg,disclosure_fin_reg,public_fin_reg,contrib_fin_reg,indlimit,famlim,candlim,corporlimits,unionlimits,bus_energy_consum,bus_energy_consum_pc,res_energy_price,co2emissions,integrity,prez_election_year,weird5,weird5_b,biennium,biennium_b,biennium_first_year,biennium_second_year,govname1,govname1_sour,govname1_date,govname2,govname2_sour,govname2_date,govname2_notes,gub_election,gub_election_regime,gov_midyear_change_date,gov_midyear_change_month,gov_midyear_change_day,gov_midyear_change_ordinal_day,gov_midyear_change_a,budget_pass2011_04_20,when_leg_met2011_04_13,gov_midyear_change_b,gov_midyear_change_b_note,new_gov_b,past_gov,past_gov_note,gov_midyear_change_c,gov_midyear_change_c_note,new_gov_c,new_gov_d,fracleg_old_variable,fracleg_old_variable_note,years_served,budgets_overseen,years_served_budgets_overseen_no,term_length,years_left_in_term,limit_exists,limit_type,term_limit_length_uncertainty,years_left_before_limit,years_left_before_limit_note,years_left_before_limit_uncertai,lame_duck_last_term,lame_duck_last_year,lame_duck_last_2nd_to_last_year,lame_duck_notes,femgov,femgov_notes,stateleg,stateleg_source,congmem,congmem_sour,stateleg_congmem_notes,legexper,party_midyear_change,party_midyear_change_direction,govparty_a,party_midbiennium_change,party_midbiennium_change_directi,govparty_b,govparty_b_2,state_midterm_penalty,govparty_c,gov_non_maj_pty,gub_party_change,gov_pty_change_since_last_budget,years_since_other_party,open_bcs_term_limit,sen_elections_this_year,sen_dem_in_sess,sen_rep_in_sess,sen_ind_in_sess,sen_vac_in_sess,sen_tot_in_sess,sen_cont_alt,hs_elections_this_year,hs_dem_in_sess,hs_rep_in_sess,hs_ind_in_sess,hs_vac_in_sess,hs_tot_in_sess,hs_cont_alt,veto_override_prop,veto_override_prop_elected,leg_cont,split_leg,divided_gov,sen_dem_prop_all,sen_rep_prop_all,hs_dem_prop_all,hs_rep_prop_all,per_leg_of_govs_pty,dem_veto_proof,rep_veto_proof,dem_unified,rep_unified,acounty,amuni,atown,sen_chamber,hou_dem,hou_rep,hou_majority,sen_dem,sen_rep,sen_majority,h_diffs,s_diffs,h_distance,s_distance,h_dem_sd,s_dem_sd,h_rep_sd,s_rep_sd,h_chamber_sd,s_chamber_sd,hou_dem_error,hou_chamber_error,hou_rep_error,hou_majority_error,sen_dem_error,sen_chamber_error,sen_rep_error,sen_majority_error,legprofscore,sess_length,leg_realsalary,leg_expend,bowen_legprof_firstdim,bowen_legprof_seconddim,pctfemaleleg,inst6013_adacope,inst6014_nom,speaker_power,stctprof_rank,stctprof_score,stctprofprem_rank,stctprofprem_score,stctprofdisc_rank,stctprofdisc_score,stctprofpremdisc_rank,stctprofpremdisc_score,corrupt_convict,popgovhealthins,popnohealthins,lowincchildren_number,popprivhealthins,healthspendpc,infantmortality,med_enroll_aged,med_enroll_disab,med_enroll_adult,med_enroll_child,med_enroll_total,med_spend_aged,med_spend_disab,med_spend_adult,med_spend_child,med_spend_total,igdensity,ig_ed,ig_ag,ig_bk,ig_in,ig_mf,ig_cons,ig_legal,ig_sb,ig_health,ig_cir,ig_hotel,ig_env,ig_rel,ig_welf,ig_resou,ig_gg,ig_women,ig_util,ig_tax,ig_comm,ig_tran,ig_igr,ig_polf,ig_sport,ig_sofb,ig_mil,ig_unk,christright_inf,union_density,citi6013,wpid,wideo,pid,ideo,npid,mood,democrat,republican,liberal,conservative,hou_chamber
1980,PA,38,Pennsylvania,42,14,0.81383401,0.337053,1.28348,0.285907,,,,,,,,,,,,,,,,,0.000721,,1787,1,0,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,1,,,,1,1,0,0,0,0,1,0,0,0,0,0,6110.98,1,,,,,,1,0,0,1,0,0,1,,0,,,0,0,,,0,0,0,0,1,0,1,0,1,,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,,0,0,1,1,0,0,,1,0,0,,1,,1,1,1,,0,,1,1,0,,0,361.85001,,,,,1,1,1,1,1,1,,,,,,,,,,1,0,1,,,0,,,,0,0,,0,1,0,,,,0,,0,0,0,0,0,0,0,1,1,,,2,,,1,,,,1,1,1,0,,0.428507,,1,2.2,,6,0.097000003,10.5,,,1,1,0,0,0,0,,,,1,1,1,0,1,0,0,1,0,1,0,707.96399,1,,,,,,,,346.01901,,,,,0,1,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,1,,1,,1,1,1,0,0,,418.29999,49465,6.8000002,809,3372.3999,398761,23,2722,21039,363.89999,43032,12000000,263.91,,,,,,,,,,4.5,0.10125387,,26,2.9000001,,,,,,,,,4,1,0,2,120000000,120000000,1,12000000,100000000,3.0999999,34.436481,22.099195,9.3747406,6.6278558,3.0373826,1.0683662,0.18160956,0.46433106,0.38523456,0.99955702,12000000,1,10040,0.42006299,0.82198,0.82408297,0.99817502,0.42006299,1.12288,0.42006299,,120000000,1,280000000,1,23901,1,1,10040,1,,,,127181,1,1,,1.05521,,127181,127181,1980,,6300000,14000000,11000000,7200000,13000000,10000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,2,0,,,,,39000000,1,,,,39000000,1,961745,4.99121,11.0113,8.8672304,5.6933098,9.94174,8.1110296,0.75620198,5.3272099,11.7526,9.46416,6.07658,10.611,8.6570501,0.80710799,92000000,47000000,150000000,12.1834,93,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790323,7.8000002,4999664,436264,861682,,,,,,10040,,127181,8333,9.8000002,,,,,628972,214986,,979642.88,419115.91,,,,,,,,230.05,32,270,,,,,88.559998,86.589996,74406,0,,,4955,74.699997,,,,,,,,,,,4600000,0.52999997,8700000,8171,1980,0.5,1,0.46938801,0.49261099,0.46919999,0,0,0.53734702,0.513547,0.48772499,0.5,0.25,0.558231,0.53284103,0.50625002,0.66666698,0.5,0.55867398,0.52832502,0.518812,0.6875,0.5,0.552939,0.52561599,0.52898997,0.69999999,0.5,0.509655,0.565997,0.57332802,0.576886,0.447155,0.52433002,0.52645302,0.52688599,0.990345,0.934003,0.92667198,0.923114,0.947155,0.97566998,0.97354698,0.97311401,65.5495,31.512699,6.4261098,82.226601,0,65.446404,31.1959,6.5977001,80.985199,0,65.152496,30.5704,6.09483,81.806702,0,64.493103,29.3363,5.3888898,81.166397,0,53.571301,53.943699,54.093899,54.9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.20001,43425.699,7.1199999,293,,1,0,0,1979,1979,0,1,"Thornburgh, Richard L.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1982,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,,,0,0,0,,0,,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,0,0,,0,0,,0,-1,-1,0,0,0,0,-1,0,0,28,22,0,0,50,1,0,99,101,0,3,203,0,0.66666669,1,0.5,1,1,0.56,0.44,0.4876847,0.49753699,47.25,0,0,0,0,66,1015,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.033298,50.4734,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.200001,48.928902,0.017259,-0.106363,-0.071337998,-0.112641,785,41.780998,40.66544,34.18219,21.742729,24.792097,
1981,PA,38,Pennsylvania,42,14,0.687612,0.22135,1.12529,0.27472699,,,,,,,,,,,,,,,,,0.047354002,,1787,1,0,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,1,,,,1,1,0,0,0,0,1,0,0,0,0,0,6085.73,1,,,,,,1,0,0,1,0,0,1,,0,,,0,0,,,0,0,0,0,1,0,1,0,1,,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,,0,0,1,1,0,0,,1,0,0,,1,,1,1,1,,0,,,1,0,,0,380.63,,,,,1,1,1,1,1,1,,,,,,,,,,1,0,1,,,1,0,,,0,0,,0,1,0,,,,0,,0,0,0,0,1,0,0,1,1,,,2,,,1,,,,1,1,1,0,,0.391505,,1,2.2,,6,0.094999999,10.5,,,1,1,0,0,0,0,,,,1,1,1,0,1,0,0,1,0,1,0,645.98297,1,,,,,,,,,,,,,0,1,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,1,,1,,1,1,1,0,0,,369.20001,43799,6.0999999,729,3311.5,392872,22.4,2662,22137,371.70001,44104,12000000,264.177,,,,,,,,,,4.5,0.10891972,,24,3.3,,,,,,,,,4,1,0,2,130000000,130000000,1,12000000,110000000,3.3499999,34.432556,21.85294,9.3256435,7.0009089,3.3848743,1.2157148,0.18112744,0.46186829,0.38440987,0.99918002,12000000,1,11100,0.459764,0.90990299,0.90925002,1.0267,0.459764,1.09451,0.459764,,130000000,1,290000000,1,24144,1,1,11100,1,,,,138573,1,1,,1.08957,,138573,138573,1981,,6300000,15000000,12000000,7600000,14000000,11000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,2,0,,,,,41000000,1,,,,41000000,1,741231,4.5677299,11.0761,8.6616697,5.4823198,10.171,8.12677,0.53490299,4.8084898,11.6599,9.1182203,5.7712798,10.7071,8.5551205,0.563097,89000000,45000000,150000000,12.2083,90,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3999996,5019066,459309,821962,,,,,,11100,,138573,11878,11.6,,,,,643323,220974,,1071429,462074.09,,,,,,,,253.2,32,297,,,,,96.839996,122.09,83651,0,,,5158,74.699997,,,,,,,,,,,,,,,1981,0,0,0.46938801,0.49261099,0.46919999,0,0,0.50469398,0.49014801,0.46919999,0.25,0,0.53646302,0.52216703,0.4939,0.5,0.33333299,0.552347,0.530788,0.50625002,0.625,0.5,0.54587799,0.51921201,0.51893997,0.60000002,0.40000001,0.42851001,0.51313299,0.55359602,0.54600698,0.36601001,0.471466,0.52234602,0.496007,0.92851001,0.98686701,0.94640398,0.95399302,0.86601001,0.971466,0.97765398,0.99600703,66.191299,32.8428,6.66503,85.103401,0,65.965401,32.237701,7.5829201,81.267601,0,65.715797,31.702499,6.8029599,81.803001,0,65.287498,30.820101,6.3842402,82.469002,0,52.2994,53.236599,53.4939,53.7598,50.709202,0.8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5,40962.199,8.3000002,270,,0,0,0,1981,1981,1,0,"Thornburgh, Richard L.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1982,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,2,0,5,,,0,0,0,,0,,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,0,0,,0,0,,0,-1,-1,0,0,0,0,-2,0,1,23,26,0,1,50,0,1,100,103,0,0,203,0,0.66666669,1,0,0,0,0.46000001,0.51999998,0.49261081,0.50738919,51.90007,0,0,0,1,66,1015,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,145,116.46259,787.59863,0.95433909,0.26939175,,36.487801,45.794399,2,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.299999,50.382999,0.071695,-0.19122,0.050562002,-0.205202,356,43.022999,46.92598,32.283146,17.022425,37.532047,
