year,st,stateno,state,state_fips,state_icpsr,pollib_median,pollib_lower,pollib_upper,pollib_sd,st_ec,st_soc,avgec_low,avgsoc_low,avgec_mid,avgsoc_mid,avgec_high,avgsoc_high,vst_ec,vst_soc,vavgec_low,vavgsoc_low,vavgec_mid,vavgsoc_mid,vavgec_high,vavgsoc_high,innovatescore_boehmkeskinner,policypriorityscore,yrstatehd,w_ec_access,abortion_consent_1973_1991,abortion_consent_1992_2014,abortion_reform_preroe,w_abortion_parental_notice_1983_,abortion_partial_birth,abortion_medicaid,aborparc,aborparn,aborpreroe,drugs_boehmke_statrapage,death_penalty,w_animal_cruelty_felony,broadcom,cappun,childabu,civinjaut,correct,cyberstalk,harass,hatecrime,idtheft,indorgris,juvisup,parolesup,postdna,sexreginfo,stalkdef,statrapage,strikes,viccomp,vicrtsamd,drugs_boehmke_kegreg,drugs_marijua_decrimilization,drugs_medical_marijua,drugs_boehmke_mlda21,drugs_smoking_ban_workplaces,drugs_smoking_ban_restaurants,drugs_boehmke_zerotol,alcbevcon,alctreat,dui08,kegreg,medmar,methpre,mlda21,pdrugmon,smokeban,zerotol,w_education_biblereading,education_corporal_punishment_ba,z_education_expenditures_per_pup,w_education_moment_of_silence,z_education_higher_edu_spending,education_teacher_cert_hs,education_teacher_cert_elementar,education_schoolfordeaf,education_librarysystem,arts,chartersch,education,edutv,hsexit,schoolchoi,teacelm,environment_air_pollution_contro,environment_bottlebill,environment_ca_car_emissions_sta,environment_electronic_waste,w_environment_endangered_species,environment_state_nepas,environment_ghg_cap,environment_publicbenefit_funds,w_environment_solar_taxcredit,environ,natreso,renewport,soil,gambling_casinos,gambling_lottery_adoption,indgaming,lott,w_gayrights_public_accomodations,w_gayrights_civilunions_marriage,w_gayrights_employment_discrimit,gayrights_hatecrimes,gayrights_ban_sodomy,gaymarban,giexorder,gilaw,soexorder,solaw,absvot,adcom,citzon,cogrowman,crtadm,earlvot,econdev,enterzone,humrel,legpre,missplan,motorvoter,norealid,pldvpag,pubcamfun,shield,stplnb,termlim,urbrenen,guncontrol_assaultweapon_ban,w_guncontrol_bc_dealers,w_guncontrol_bc_privatesales,guncontrol_licenses_dealers,w_guncontrol_waitingperiod,guncontrol_opencarry,guncontrol_satnightspecial_ban,guncontrol_stand_your_ground,w_guncontrol_registration_requir,bradycamp,immigration_english_language,immigration_instate_tuition_ille,labor_age_discrimition,labor_antiinjunction_laws,labor_collective_bargaining_stat,labor_collective_bargaining_teac,w_labor_state_ada,labor_merit_system,labor_minwage_abovefed,labor_minimumwage_men,labor_minimumwage_women_anymajor,labor_prevailing_wage_laws,labor_right_to_work,labor_state_retirement_system,labor_state_disability_insurance,z_labor_unemployment_compensatio,labor_workers_compensation,x_labor_childlabor_workpermitage,x_labor_childlabor_ageleaveschoo,w_labor_relations_acts,antiinj,fairemp,fairtrade,miglab,minwage,sals,licenses_chiropractors,licenses_dentists,licenses_architects,licenses_beauticians,licenses_pharmacists,licenses_engineers,licenses_nurses,licenses_accountants,licenses_real_estate,beaulic,intbar,realest,regulation_sedition_laws,regulation_forced_sterlizations,regulation_boehmke_grandvist,regulation_hate_crimes,regulation_housing_ebling_federa,regulation_housing_directstateai,regulation_boehmke_livingwill,regulation_pain_suffering_limits,regulation_physician_suicide,regulation_boehmke_cogrowman,regulation_boehmke_shield,regulation_rent_control,regulation_rfra,regulations_state_debt_limitatio,regulations_homerule,regulations_lemonlaw,regulation_utility_jurisdiction,bottle,ccreceipt,credfreez,elecdereg,grandvist,lemon,livingwill,pestcomp,retainag,race_school_segregation,race_interracial_marriage_banned,w_race_disc_public_accom2,w_race_disc_public_accommodation,race_fair_employment_commissions,race_fair_employ_comm_post1964,w_race_fair_housing_private,race_boehmke_fhpub,race_boehmke_fhurb,fhpriv,fhpub,fhurb,segoss,cig_taxes_biry,z_cigarette_taxes,earned_income_taxcredit,income_taxes,x_tax_rate_rich,sales_taxes_biry_pre1946,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,corporate_incometax,estate_tax,cigtax,gastax,inctax,lien,revenue,tels,transportation_controlledaccessh,regulation_bicycle_helmets,regulation_mandatory_seatbelts,regulation_motorcycle_helmets,regulation_mandatory_car_insuran,autosaf,childseat,conacchwy,gdl,kidhelmet,motorhelm,primseat,prkagcit,transport,z_ssi_afdc_families_payments,afdc_up,z_ssi_blind_payments,z_ssi_disabled_payments,z_ssi_blind_payments_post1965,z_ssi_disabled_payments_post1965,x_chip_children,x_chip_infants,z_ssi_ga_payments_per_case,z_ssi_ga_payments_per_recipient,x_chip_pregntwomen,x_chip_pregntwomen_prebba,z_ssi_old_age_payments,z_ssi_old_age_payments_post1965,boehmke_snrpresc,medicaid_stateadoption,z_tanf_paymentsperfamily,z_tanf_initialelig,z_tanf_maxpayment,adc,aging,aidperm,banfaninc,bangag,blind,colcanscr,comage,contrains,famcap,health,higissue,higrenew,hiport,hiprecon,hmomod1,hmomod2,idas,infanthear,kinship,mailreg,manclin,mntlhlth,msas,oldagea,pubhouen,recipsup,rightdie,sdce,snrpresc,timelim,genderrights_gender_equal_pay,genderrights_era_ratification,genderrights_jury_service,genderrights_state_eras,genderrights_gender_discrimition,genrights_genddiscrim_post1964,genderrights_nofault_divorce,equalpay,offwmh,pubbrefeed,gunbckcheck,cartheftrate,carthefttotal,murderrate,murdertotal,propcrimerate,propcrimetotal,raperate,rapetotal,robrate,vcrimerate,vcrimetotal,poptotal,popdensity,popfemale,popmale,popunder5,pop5to17,pop18to24,pop25to44,pop45to64,popover65,popover85,evangelical_pop,nonwhite,licdrivers,abortionrate,divorcerate,birthrate,newimmig,refugeetotal,know_gov,know_govparty,partisan_knowledge_scale,soc_capital,soc_capital_ma,region_census,is_a_state,dc_dummy,odd_even_year,personal_income1000s_annual,personal_income1000s,personal_income1000s_exists,pop_annual,disposable_personal_income1000s_,statemin,incshare_top10,incshare_top5,incshare_top1,incshare_top05,incshare_top01,incshare_top001,atkin_index,gini_coef,theil_index,pop_growth,pop_quar,pop_quar_exists,pc_inc_ann,state_cpi_bfh,regional_cpi_bls_quar,nat_cpi_bls_quar,housing_prices_quar,state_cpi_bfh_est,bfh_cpi_multiplier,state_cpi_bfh_est_quar,inc_multiplier,personal_income1000s_b,personal_income1000s_b_exists,real_inc1000s_quar,real_inc1000s_quar_exists,real_pc_inc_quar,real_pc_inc_quar_exists,real_pc_inc_quar_exists2,pc_inc_quar,pc_inc_quar_exists,gsp_naics_ann,gsp_naics_ann_exists,gsp_naics_ann_exists2,gsp_sic_ann,gsp_sic_ann_exists,gsp_sic_ann_exists2,gsp_naics_ann_multiplier,gsp_sic_ann_multiplier,gsp_naics_q,gsp_sic_q,gsp_q,gov_fin_fy,budg_lag_from_fy_end,total_debt_outstanding,total_revenue,general_revenue,taxes,total_expenditure,general_expenditure,state_gov_finance_exists,spending_stfunds_perincome,spending_fedfunds_perincome,employ_pop,change_proptax,change_bustax_other,change_utiltax,change_amustax,change_docstocktax,change_corptax,change_corplicrev,change_salestax,change_incometax,change_sevtax,change_fueltax,change_tobtax,change_vehtax,change_stincometax,wine_tax,wine_tax_rank,spirit_tax,spirit_tax_rank,beer_tax,beer_tax_rank,fedshare_rev,med_spending_own,dayreserve_genfund,endingbal_rainyday,res_genfund,fy_end_month,fy_end_day,fy_end_quar,non_june_30_fy_end_date,legislative_current_op_exp,legislative_construction_exp,legislative_other_capital_exp,legislative_equipment_exp,legislative_total_exp1,legislative_total_exp1_exists,legislative_total_exp1_note,legislative_total_exp2,legislative_total_exp2_exists,legislative_total_exp,legislative_total_exp_exists,budget_surplus,total_debt_outstanding_gsp,total_revenue_gsp,general_revenue_gsp,taxes_gsp,total_expenditure_gsp,general_expenditure_gsp,budget_surplus_gsp,total_debt_outstanding_inc,total_revenue_inc,general_revenue_inc,taxes_inc,total_expenditure_inc,general_expenditure_inc,budget_surplus_inc,real_leg_tot_exp,real2_leg_tot_exp,real2_inc_quar,real2_pc_inc_quar,taxcapacityindex,taxeffortindex,regfree,regrank,econfree,econrank,fiscfree,fiscrank,persfree,persrank,freedom,ranking,gunfree,alcfree,mjfree,autofree,gamfree,malafree,edufree,forfree,vcfree,marrfree,elecfree,tobfree,landfree,labfree,healthfree,utilfree,occfree,tortfree,miscregfree,efna_index,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue_mercatus,total_expenses,noncurrent_liability,change_in_net_assets,uaal_pension,uaal_opeb,primary_gov_debt,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_rat,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,primarydebt_income_ratio,pension_income_ratio,opeb_income_ratio,cash_index,lr_solvencyindex,budgt_solv,ser_lvl_solv,trust_fund_solv,fisc_cond_w_trust_fund,pctwomenearn,valueofagsect,unemployment,employed,unemployed,taxrevcorporate,patents,hincomemed,lotticksales,lotprize,lotadmincosts,incomepcap,gsppcap,gsptotal,farmpayment,povrate,marginallyfoodinsecure,foodinsecure,verylowfoodsecure,foodstampben,afdc_rep,afdc_case,afdccases_childonly,foodstamp_rep,foodstamp_case,wicparticipation,nslp_free,nslp_reduced,nslp_total,sbp_free,sbp_reduced,sbp_total,welfare_spending_percap,ssistate,totalssi,ssirecipients_total,ssirecipients_aged,ssirecipients_blind,ssirecipients_disabled,cash_assist_percap,unemploy_comp_percap,workerscompensation,stateeitcrate,firms,bankrupt,educspend,hsdiploma,edattendrate,eddayattendrate,eddropoutrate,edinstruct_pct_expend,edinstruct_expend_pstud,pupilteachratio,edtotalexpend,enrollstudents,mathscore4th,readscore4th,noofvotes,vepvotingrate,vep,nofelons,elect_year,sen_prop_up,hs_prop_up,ranney1_sen_dem_prop,ranney2_hs_dem_prop,ranney3_gub_prop,ranney4_control,ranney4_control_alt,ranney1_sen_dem_prop_4yr,ranney2_hs_dem_prop_4yr,ranney3_gub_prop_4yr,ranney4_control_4yr,ranney4_control_alt_4yr,ranney1_sen_dem_prop_6yr,ranney2_hs_dem_prop_6yr,ranney3_gub_prop_6yr,ranney4_control_6yr,ranney4_control_alt_6yr,ranney1_sen_dem_prop_8yr,ranney2_hs_dem_prop_8yr,ranney3_gub_prop_8yr,ranney4_control_8yr,ranney4_control_alt_8yr,ranney1_sen_dem_prop_10yr,ranney2_hs_dem_prop_10yr,ranney3_gub_prop_10yr,ranney4_control_10yr,ranney4_control_alt_10yr,ranney_4yrs,ranney_6yrs,ranney_8yrs,ranney_10yrs,ranney_4yrs_alt,ranney_6yrs_alt,ranney_8yrs_alt,ranney_10yrs_alt,folded_ranney_4yrs,folded_ranney_6yrs,folded_ranney_8yrs,folded_ranney_10yrs,folded_ranney_alt_4yrs,folded_ranney_alt_6yrs,folded_ranney_alt_8yrs,folded_ranney_alt_10yrs,hvd1_winper_4yr,hvd2_winmargin_4yr,hvd3_uncont_4yr,hvd4_safeseat_4yr,unusable_seats_4yr_per,hvd1_winper_6yr,hvd2_winmargin_6yr,hvd3_uncont_6yr,hvd4_safeseat_6yr,unusable_seats_6yr_per,hvd1_winper_8yr,hvd2_winmargin_8yr,hvd3_uncont_8yr,hvd4_safeseat_8yr,unusable_seats_8yr_per,hvd1_winper_10yr,hvd2_winmargin_10yr,hvd3_uncont_10yr,hvd4_safeseat_10yr,unusable_seats_10yr_per,hvd_4yr,hvd_6yr,hvd_8yr,hvd_10yr,sf_hvd_4yr,sf_ranney_4yr,sf_hvd_8yr,sf_ranney_8yr,sf_hvd_10yr,sf_ranney_10yr,gov_contrib,house_contrib,senate_contrib,court_contrib,ballot_contrib,dem_contrib,rep_contrib,nonindiv_contrib,contrib_to_incumbs,contrib_to_dems,contrib_to_reps,contrib_to_thirdparty,contrib_agri,contrib_candidates,contrib_comm_elect,contrib_construction,contrib_defense,contrib_energy_natres,contrib_gov_ed_other,contrib_health,cotrib_ideo_singiss,contrib_labor,contrib_lawyer_lobby,contrib_transp,contrib_unitemized,contrib_fin_ins_realestate,contrib_public_subsidy,contrib_business,contrib_party,overall_fin_reg,disclosure_fin_reg,public_fin_reg,contrib_fin_reg,indlimit,famlim,candlim,corporlimits,unionlimits,bus_energy_consum,bus_energy_consum_pc,res_energy_price,co2emissions,integrity,prez_election_year,weird5,weird5_b,biennium,biennium_b,biennium_first_year,biennium_second_year,govname1,govname1_sour,govname1_date,govname2,govname2_sour,govname2_date,govname2_notes,gub_election,gub_election_regime,gov_midyear_change_date,gov_midyear_change_month,gov_midyear_change_day,gov_midyear_change_ordinal_day,gov_midyear_change_a,budget_pass2011_04_20,when_leg_met2011_04_13,gov_midyear_change_b,gov_midyear_change_b_note,new_gov_b,past_gov,past_gov_note,gov_midyear_change_c,gov_midyear_change_c_note,new_gov_c,new_gov_d,fracleg_old_variable,fracleg_old_variable_note,years_served,budgets_overseen,years_served_budgets_overseen_no,term_length,years_left_in_term,limit_exists,limit_type,term_limit_length_uncertainty,years_left_before_limit,years_left_before_limit_note,years_left_before_limit_uncertai,lame_duck_last_term,lame_duck_last_year,lame_duck_last_2nd_to_last_year,lame_duck_notes,femgov,femgov_notes,stateleg,stateleg_source,congmem,congmem_sour,stateleg_congmem_notes,legexper,party_midyear_change,party_midyear_change_direction,govparty_a,party_midbiennium_change,party_midbiennium_change_directi,govparty_b,govparty_b_2,state_midterm_penalty,govparty_c,gov_non_maj_pty,gub_party_change,gov_pty_change_since_last_budget,years_since_other_party,open_bcs_term_limit,sen_elections_this_year,sen_dem_in_sess,sen_rep_in_sess,sen_ind_in_sess,sen_vac_in_sess,sen_tot_in_sess,sen_cont_alt,hs_elections_this_year,hs_dem_in_sess,hs_rep_in_sess,hs_ind_in_sess,hs_vac_in_sess,hs_tot_in_sess,hs_cont_alt,veto_override_prop,veto_override_prop_elected,leg_cont,split_leg,divided_gov,sen_dem_prop_all,sen_rep_prop_all,hs_dem_prop_all,hs_rep_prop_all,per_leg_of_govs_pty,dem_veto_proof,rep_veto_proof,dem_unified,rep_unified,acounty,amuni,atown,sen_chamber,hou_dem,hou_rep,hou_majority,sen_dem,sen_rep,sen_majority,h_diffs,s_diffs,h_distance,s_distance,h_dem_sd,s_dem_sd,h_rep_sd,s_rep_sd,h_chamber_sd,s_chamber_sd,hou_dem_error,hou_chamber_error,hou_rep_error,hou_majority_error,sen_dem_error,sen_chamber_error,sen_rep_error,sen_majority_error,legprofscore,sess_length,leg_realsalary,leg_expend,bowen_legprof_firstdim,bowen_legprof_seconddim,pctfemaleleg,inst6013_adacope,inst6014_nom,speaker_power,stctprof_rank,stctprof_score,stctprofprem_rank,stctprofprem_score,stctprofdisc_rank,stctprofdisc_score,stctprofpremdisc_rank,stctprofpremdisc_score,corrupt_convict,popgovhealthins,popnohealthins,lowincchildren_number,popprivhealthins,healthspendpc,infantmortality,med_enroll_aged,med_enroll_disab,med_enroll_adult,med_enroll_child,med_enroll_total,med_spend_aged,med_spend_disab,med_spend_adult,med_spend_child,med_spend_total,igdensity,ig_ed,ig_ag,ig_bk,ig_in,ig_mf,ig_cons,ig_legal,ig_sb,ig_health,ig_cir,ig_hotel,ig_env,ig_rel,ig_welf,ig_resou,ig_gg,ig_women,ig_util,ig_tax,ig_comm,ig_tran,ig_igr,ig_polf,ig_sport,ig_sofb,ig_mil,ig_unk,christright_inf,union_density,citi6013,wpid,wideo,pid,ideo,npid,mood,democrat,republican,liberal,conservative,hou_chamber
2010,AK,2,Alaska,2,81,0.121621,-0.284702,0.57346398,0.265026,,,,,,,,,,,,,,,,,0.007663,,1959,2,,1,,1,,1,0,0,1,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,,0,0,,0,0,0,0,1,0,1,0,0,1,0,1,,0,13746.8,,,,,0,1,0,0,1,0,0,,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,,,,,,,1,,,1,0,,0,321.87799,,,,,0,1,0,0,0,0,,,,,,,,,,0,0,0,,,,1,,,,1,0,,1,0,0,,,1,,0,1,0,0,1,1,1,0,0,,,2,,,1,,,,0,0,0,0,,1.73988,0,0,0,,0,0.07,9.3999996,,0,0,0,0,1,0,1,,0,1,0,,0,1,0,1,0,1,0,0,0,,,,,,,175,175,,,175,,,,,,514.065,1351.89,802.95599,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,1,0,0,1,65909,,,,,,,,,594,,,,,340603,369628,53996,133382,74881,196099,196935,54938,4711,18.700001,0.287276,515239,,,,1703,112,,,,,,2,1,0,2,32000000,32000000,1,714146,29000000,7.75,35.263012,25.563177,12.306077,9.4741812,4.8059602,1.8014657,0.25717622,0.5642215,0.6658895,1.0218199,714146,1,44233,,2.21205,2.1805601,2.84442,1.14902,1.0037301,1.14902,,32000000,1,27000000,1,38497,1,1,44233,1,49120,1,1,,,,1.0710599,,49120,,49120,2010,,6400000,12000000,11000000,4500000,11000000,9700000,1,0.21362936,0.09340702,0.77307624,,,,,,0.017314669,,,,,,,,0.043624133,2.5,1,12.8,6,1.0700001,1,0.26764297,0.054822855,493.90808,8935,1.3531728,6,30,2,0,43000000,2200000,1200000,914100,,,,46000000,1,46000000,1,1300000,12.9898,25.192699,22.466999,9.1977301,22.388,19.8144,2.6526699,20.1987,39.173901,34.935501,14.3022,34.8125,30.810699,4.1248202,40000000,21000000,15000000,20.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.199997,17704,,333416,28497,643068,28,59672,,,,44205,63090,49120,9598,12.4,23.020309,13.93707,4.4318299,173.78,9006,3305,973,76445,30441,27020,31265,6401,54723,12578,1957,18668,,362,1036,12242,1888,94,10260,,,18194,0,16462,,,,,,,,,16.290001,,131661,,,256192,0.51999998,492324,13601,2010,0.5,1,0.5,0.40000001,0.38940001,0.5,0,0.48750001,0.41249999,0.44145,0.375,0,0.466667,0.39166701,0.44103301,0.25,0,0.44999999,0.37812501,0.43617499,0.1875,0,0.43000001,0.36750001,0.46401,0.2,0,0.42911199,0.38734201,0.36295,0.36537701,0.33536199,0.32484201,0.316075,0.31537801,0.92911202,0.88734198,0.86295003,0.86537701,0.83536202,0.82484198,0.81607503,0.815377,73.871399,48.139099,29.0625,88.125,0,71.827301,44.1791,25.628401,86.957001,0,70.941399,42.559799,25.3915,83.790398,0,70.726402,42.297001,25.7069,81.642197,0,40.2005,42.852001,44.329201,44.906898,,,,,,,1140224.4,2749472.99,1227416.67,0,2770419.5,243685.95,292297.38,1657033.6,3412865.8,2894469,4855404.5,167078.03,22675,1857174.9,127013.88,359733.56,1920,398301.69,1142144,328482.25,29635,681374,419475.84,221452.27,2255,500095.28,,320380.91,574256,10,5,0,5,,,,,,,,19.709999,,,0,0,0,2009,2009,0,1,"Parnell, Sean","Directory I, 2010",1/1/10,,,,,1,2010,,,,,,1,,0,,0,0,,,,1,1,,,0.49315068,0,,,,1,2,0,8,I'm assuming partial terms don't count towards the limit,1,0,0,0,,,,,,,,,,0,,0,0,,0,-1,0,0,0,0,0,-7,0,0,10,10,0,0,20,0.5,0,18,22,0,0,40,0,0.66666669,1,0.25,1,1,0.5,0.5,0.44999999,0.55000001,52.5,0,0,0,0,14,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8937,42.4814,,,,,,,,,,,225.308,126.125,15,430.58301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,50.979198,-0.094833001,-0.358408,-0.064516,-0.23076899,62,41.257,26.381798,34.604534,15.694003,47.12236,
2010,AL,1,Alabama,1,41,-1.78848,-2.2501199,-1.4204,0.253824,,,,,,,,,,,,,,,,,0.003817,,1819,0,,1,,2,,0,1,0,0,,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,,0,0,,1,1,1,0,0,1,1,0,0,1,0,0,,2,6029.3101,,,,,0,0,1,1,1,1,1,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,,0,1,0,1,0,1,1,0,1,0,,,,,,,0,,,0,1,,0,279.13501,,,,,0,0,0,0,0,0,,,,,,,,,,0,1,1,,,,1,,,,0,0,,1,1,1,,,1,,0,0,0,0,1,0,1,0,0,,,0,,,0,,,,0,0,0,0,,0.447669,0,1,3.3099999,,4,0.082000002,6.5,,0,1,1,1,0,0,0,,1,1,1,,0,1,1,1,1,1,1,0,0,,,,,,,300,300,,,133,,,,,,307.36401,283.34799,226.468,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,,0,,0,,0,1,0,1,1,308607,,,,,,,,,4761,,,,,2500000,2300000,304957,827502,479175,1200000,1300000,657792,75684,42.799999,0.28464791,3800000,,,,3740,159,,,,,-1.4371125,1,1,0,2,160000000,160000000,1,4800000,150000000,7.25,46.238361,32.433243,16.746586,12.430216,7.6871052,3.9456809,0.26235169,0.59136045,0.76780248,1.00577,4800000,1,33504,,2.11339,2.1805601,2.9433,0.947281,1.00991,0.947281,,160000000,1,170000000,1,35369,1,1,33504,1,172567,1,1,,,,1.0344599,,172567,,172567,2010,,8800000,27000000,23000000,8200000,28000000,24000000,1,0.09132494,0.058421969,0.69130325,,,0.014069475,,,-0.13305815,,0.013480806,-0.017560357,,0.021975709,,,0.025190279,1.7,5,18.780001,4,1.05,2,0.39937994,0.08782845,3.5242054,72,0.009655357,9,30,3,1,35000000,374100,355100,355100,,,,35000000,1,35000000,1,-1000000,5.09092,15.5439,13.3222,4.7434101,16.0516,13.9172,-0.594989,5.4793901,16.73,14.3388,5.10537,17.2764,14.9791,-0.64039099,37000000,16000000,74000000,15.3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.370003,1200000,,1964559,231483,428245,444,42224,,,,33516,32208,172567,134604,17.299999,32.949402,19.844549,5.7198,126.9,51205,21221,8459,805095,344788,145001,333656,47961,579209,171944,15672,217548,,0,674,172220,12504,819,158897,,,83219,0,75518,,,,,,,,,15.77,,748889,,,1500000,0.43000001,3500000,86889,2010,1,1,0.35294101,0.40952399,0.421,0,0,0.581092,0.54523802,0.4201,0.375,0,0.61596602,0.563492,0.43316701,0.41666701,0,0.64054602,0.57499999,0.44957501,0.4375,0,0.64958,0.586667,0.46741,0.5,0.1,0.480358,0.50732303,0.52565497,0.55091399,0.386608,0.40315601,0.41628,0.450914,0.980358,0.99267697,0.97434503,0.94908601,0.886608,0.90315598,0.91627997,0.95091403,80.0383,60.186298,46.666698,88.571404,0,79.8843,59.919998,46.349201,89.761902,0,79.609802,59.426701,46.0714,90.773804,0,79.193703,58.602699,44.857101,90.571404,0,31.1343,31.021099,31.0296,31.6938,,,,,,,27989150,19957283.66,25554806.11,3164614.5,0,2852405.3,4240830,60339120,31415188,33781884,59734128,1195398.4,2706453.3,15800149,829381.63,6038723,128375,2394188,914656.63,6978757,2487607.5,4331342,15600415,1865863.9,872059.06,6822550.5,,7427920,5068995.5,4,2,1,1,,,,,,,,26.950001,,,0,0,0,2009,2009,0,1,"Riley, Bob","Directory I, 2010",1/1/10,,,,,1,2010,,,,,,1,,0,,0,0,,,,0,0,,,7,7,,,,1,2,0,0,,,1,1,0,,,,,,,,,,0,,0,0,,0,-1,0,0,0,0,0,-7,-1,0,21,14,0,0,35,1,0,60,45,0,0,105,1,0.5,1,1,0,1,0.60000002,0.40000001,0.5714286,0.4285714,41.42857,1,0,0,0,67,458,0,0.15000001,-0.28999999,0.84399998,-0.28999999,-0.26499999,1.149,-0.26499999,1.1339999,1.414,0.69749397,0.99217403,0.306768,0.53836602,0.15584099,0.18701001,0.60847199,0.85523999,0.033,0.024,0.022,0.033,0.052999999,0.037,0.044,0.052999999,,,,,,,,20.4816,41.7827,,,,,,,,,,15,1528.55,732.16699,88,3080.6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,19.252899,-0.086585999,-0.20312899,-0.15942,-0.36687601,483,38.525002,30.542488,36.145782,12.992074,51.236362,0.069
