caseid,weight_full,mode,voted2012,regist2016,primary2016,intend.vote,ideology,pid_strength,born_again,fundamentalist,race,female,income,hannity,minutes60,cooper,matthews,press,conan,big.bang,modern.family,rush,NPR,voted2016,vote.choice2016,Dem.Pres.candFT,GOP.Pres.candFT,Lib.Pres.candFT,Green.Pres.candFT,Dem.House.candFT,GOP.House.candFT,Ind.House.candFT,Dem.Sen.candFT,GOP.Sen.candFT,Ind.Sen.candFT,Sr.SenFT,Jr.SenFT,Nonrun.SenFT,Dem.VP.candFT,GOP.VP.candFT,RobertsFT,PopeFT,Christian.FundFT,FemFT,LiberalsFT,Labor.UnionsFT,PoorFT,Big.BusinessFT,ConservativesFT,SCtFT,GaysFT,CongressFT,RichFT,MuslimsFT,ChristiansFT,JewsFT,Tea.PartyFT,PoliceFT,TransFT,ScientistsFT,BLMFT,tax.mill,vaccinces.in.school,vaccines,Govt.Reduce.Eq,Req.Equal,how.equal,Foreign.Im,immig.support,Free.Trade.Ag,marijuana,AsiansFT,HispanicsFT,BlacksFT,IllegalsFT,WhitesFT,location,educ,GOP,Dem,employed,cath_attend,prot_attend,jew_attend,cath_nonatt,prot_nonatt,jew_nonatt,Obama12,Romney12,yes.vote2016,Trump16,Clinton16
301617,0.7767,1,1,1,0,1,NA,1,0,0,1,0,5,0,0,1,0,1,0,1,1,NA,NA,4,1,60,0,15,50,85,50,NA,NA,NA,NA,NA,NA,NA,100,0,70,50,0,50,70,50,50,40,15,60,50,0,50,0,0,0,0,50,50,85,85,1,1,1,0,1,3,-1,3,1,1,100,100,85,30,30,VA,5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
301618,0.314,1,1,1,0,1,5,6,1,0,1,1,2,0,0,1,0,0,0,1,1,NA,NA,4,2,30,85,50,50,40,70,NA,50,70,NA,NA,NA,50,30,100,50,100,85,60,60,60,85,60,60,70,70,40,85,60,85,85,40,100,70,100,40,0,1,1,0,0,NA,NA,2,1,1,85,85,85,30,85,KS,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0
301623,2.1111,1,1,1,0,NA,3,6,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,NA,NA,85,0,50,50,50,50,NA,NA,NA,NA,85,70,NA,60,40,60,100,60,60,60,50,50,30,30,60,70,30,50,50,70,70,30,70,50,85,50,1,1,2,-1,1,1,NA,2,NA,1,70,70,70,40,70,TN,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0
301624,0.5013,1,1,1,0,1,4,4,0,0,1,1,5,0,0,0,0,0,0,1,1,0,1,4,1,70,60,50,30,60,70,NA,40,60,NA,NA,NA,60,70,85,50,85,50,70,50,50,50,50,50,70,50,40,50,50,50,50,50,70,50,70,50,1,1,1,-1,1,1,NA,4,0,-1,50,50,50,40,50,FL,4,0,0,1,0,0,0,0,1,0,1,0,1,0,1
301628,0.5879,1,0,1,0,0,NA,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,NA,85,15,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,85,NA,15,NA,100,50,50,50,85,100,15,50,50,50,50,50,50,50,50,50,50,50,100,50,1,0,NA,1,1,1,NA,3,0,0,50,50,50,50,50,CA,3,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0
301629,0.616,1,0,1,0,0,1,5,0,0,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,30,60,50,40,NA,50,NA,NA,NA,NA,50,50,NA,60,50,50,50,50,50,40,50,30,70,50,40,50,50,50,30,50,40,50,60,50,70,50,0,1,1,1,1,1,-1,3,-1,1,50,50,50,50,50,TX,3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
301631,0.6977,1,1,0,1,NA,2,2,0,0,3,1,2,0,1,0,0,1,0,0,0,NA,NA,3,NA,70,85,NA,NA,85,NA,NA,85,NA,NA,NA,NA,50,NA,NA,NA,NA,70,70,60,60,60,60,50,60,50,50,60,50,70,60,60,70,60,70,50,1,1,1,1,1,1,1,4,-1,1,70,70,40,30,70,NY,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
301633,0.5451,1,1,1,0,1,NA,2,0,0,1,0,3,0,0,1,1,0,0,0,0,NA,NA,4,2,0,30,30,60,50,60,NA,40,50,NA,NA,NA,50,50,50,50,70,50,50,NA,70,70,40,50,50,50,50,15,50,70,50,50,70,50,70,15,1,1,1,1,1,1,NA,4,1,-1,50,50,50,40,50,OH,3,0,1,1,0,1,0,0,0,0,1,0,1,1,0
301634,0.9202,1,0,0,0,NA,NA,4,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,15,60,50,50,50,50,NA,50,50,NA,NA,NA,50,50,50,50,50,60,50,50,50,50,60,50,70,60,70,50,40,85,50,50,85,60,60,50,1,1,1,0,1,1,1,2,0,-1,50,50,50,0,100,AZ,3,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
301636,0.3044,1,1,1,0,1,6,5,1,0,6,0,5,0,1,0,0,0,0,0,0,0,0,4,2,0,60,50,15,50,70,NA,50,70,NA,NA,NA,70,30,70,60,65,30,40,40,60,60,40,60,40,40,40,40,50,70,50,60,70,30,55,15,0,0,NA,-1,1,1,-1,3,0,0,50,50,50,30,50,KS,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0
301637,0.4326,1,0,0,0,NA,NA,4,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,35,30,50,50,50,50,50,30,100,50,NA,70,50,50,30,1,1,1,0,1,1,NA,1,-1,NA,15,15,40,0,70,AR,1,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0
301645,2.3537,1,0,1,0,NA,5,1,0,0,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,50,85,75,NA,45,75,0,65,30,75,100,85,NA,100,0,100,NA,1,1,1,1,-1,1,NA,2,NA,-1,100,100,100,50,100,NJ,4,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0
301648,1.3997,1,1,1,0,1,NA,2,1,0,2,0,4,0,1,0,0,0,0,0,1,0,0,4,1,70,40,NA,NA,60,NA,NA,100,NA,NA,NA,NA,70,40,50,50,100,70,85,85,70,85,60,50,70,85,85,70,85,100,85,0,85,70,85,85,1,1,2,-1,1,1,-1,3,1,-1,100,100,100,70,85,NY,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1
301649,0,1,1,1,1,NA,4,1,1,NA,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0
301650,0.5552,1,0,1,1,1,5,1,0,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,60,70,40,85,NA,NA,NA,50,NA,NA,NA,NA,50,70,NA,50,100,85,85,70,50,100,50,85,85,70,15,50,100,50,85,50,100,70,100,50,1,NA,NA,1,1,1,NA,4,1,-1,50,50,50,50,50,GA,5,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1
301651,0.3325,1,1,1,1,1,2,1,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,4,1,100,0,50,85,NA,50,NA,100,NA,0,NA,NA,70,50,0,15,100,NA,85,85,100,85,30,30,85,70,50,60,60,85,50,0,40,60,50,70,1,1,2,1,1,1,NA,4,0,0,70,85,30,70,50,CA,3,0,1,1,1,0,0,0,0,0,1,0,1,0,1
301654,0,1,0,1,0,1,3,4,0,0,6,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ,2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
301655,0.7022,1,0,0,0,NA,4,5,0,0,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,70,60,50,85,70,50,50,60,60,60,50,50,60,50,50,70,50,70,70,0,1,1,-1,1,1,NA,4,0,0,70,100,80,85,80,CA,2,0,0,1,1,0,0,0,0,0,NA,NA,0,0,0
301656,1.0929,1,1,1,1,1,5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,70,40,50,60,50,50,NA,60,60,NA,NA,NA,40,50,50,40,60,40,50,50,60,60,40,60,50,50,50,30,50,50,50,50,60,40,70,40,1,1,1,1,1,1,NA,1,-1,-1,50,50,50,30,50,PA,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
301659,1.3603,1,1,1,0,1,4,1,0,0,1,1,5,0,0,0,0,0,0,0,0,NA,NA,4,1,85,0,NA,50,70,50,NA,70,30,NA,NA,NA,70,60,30,50,100,70,85,70,60,85,70,40,70,85,70,70,40,85,85,85,85,60,100,70,1,1,1,1,1,1,NA,3,1,-1,70,40,70,40,85,NH,4,0,1,1,1,0,0,0,0,0,1,0,1,0,1
301661,0.5536,1,1,1,1,1,4,7,1,0,1,1,3,1,1,1,0,1,0,0,0,0,0,4,2,40,70,50,50,60,50,NA,NA,NA,NA,85,40,NA,40,100,60,85,50,40,40,40,50,50,60,60,50,40,50,50,60,50,40,100,50,50,30,-1,1,2,-1,1,1,NA,3,1,-1,50,60,50,30,50,TX,4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
301663,1.3557,1,1,1,1,1,4,4,1,0,1,0,4,0,1,1,0,0,0,0,0,NA,NA,4,1,85,50,NA,NA,NA,50,NA,NA,NA,NA,50,85,NA,100,85,85,85,85,85,85,60,85,70,60,60,70,40,70,85,85,70,40,85,70,70,85,1,0,NA,-1,1,3,NA,4,0,0,85,85,85,40,85,TN,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1
301665,0.4131,1,1,1,0,1,6,6,1,0,1,0,3,0,0,0,0,0,0,0,0,NA,NA,4,2,0,100,NA,NA,40,70,NA,NA,NA,NA,60,30,NA,NA,85,50,100,40,15,30,15,70,30,60,60,60,40,30,40,100,70,30,100,40,85,0,1,1,1,-1,1,1,NA,1,0,1,60,30,40,15,100,TN,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0
301666,0.6538,1,0,1,1,1,3,2,0,0,5,0,3,0,0,0,0,0,0,0,0,NA,NA,4,1,70,15,50,50,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,0,50,50,50,85,70,50,60,30,30,70,85,40,50,50,50,70,15,60,50,85,85,1,1,1,1,1,1,NA,4,1,1,60,70,60,60,60,MA,5,0,1,1,1,0,0,0,0,0,NA,NA,1,0,1
301669,0.4671,1,1,1,1,NA,4,4,1,0,6,0,1,0,1,0,0,0,0,1,0,0,0,4,NA,0,70,70,50,50,50,NA,50,NA,50,NA,NA,15,50,50,50,50,70,50,50,50,70,40,50,50,50,40,50,30,60,70,50,70,40,60,0,0,-1,2,-1,1,2,NA,1,-1,1,NA,NA,NA,NA,NA,CA,9,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0
301670,1.2057,1,0,1,0,1,4,2,0,0,1,1,3,0,1,0,0,0,0,1,0,NA,NA,4,2,0,100,40,15,NA,NA,NA,NA,NA,NA,50,85,NA,40,85,50,100,70,50,70,100,85,85,70,70,100,70,70,70,100,85,50,100,70,85,15,1,1,1,1,1,1,NA,2,0,1,70,60,60,15,100,NJ,3,0,1,0,0,0,0,0,0,0,NA,NA,1,1,0
301672,0.2239,1,1,1,1,1,6,6,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,0,85,NA,50,NA,50,NA,NA,NA,NA,NA,50,NA,NA,100,50,40,70,40,15,30,50,40,85,40,50,40,30,70,100,50,60,70,50,60,40,1,-1,2,-1,1,1,-1,3,1,1,85,85,85,85,50,TN,5,1,0,0,0,1,0,0,0,0,0,1,1,1,0
301677,0.4203,1,1,1,0,1,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,NA,4,1,100,15,NA,70,50,0,NA,NA,0,NA,NA,NA,50,85,0,NA,85,30,0,85,0,50,70,0,70,100,60,60,NA,50,50,15,85,50,100,50,1,1,1,0,1,2,NA,3,NA,1,50,85,50,40,85,KS,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1
301678,0.6648,1,1,1,1,1,4,3,0,0,2,0,3,0,1,0,1,1,0,0,0,NA,NA,4,1,70,0,50,NA,70,NA,NA,50,50,NA,NA,NA,NA,50,50,50,70,70,85,100,100,100,40,70,40,70,30,85,70,100,70,70,60,60,85,100,1,1,1,1,1,1,NA,3,1,1,NA,NA,NA,NA,NA,NC,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1
301679,0.2896,1,1,1,0,1,6,7,1,0,1,1,4,0,0,0,0,0,0,1,0,NA,NA,4,2,0,100,99,0,NA,50,NA,0,50,NA,NA,NA,50,0,100,NA,50,100,15,0,15,50,15,100,15,50,15,50,0,100,100,85,100,50,50,0,0,-1,1,-1,1,1,NA,2,-1,0,50,50,50,0,50,AR,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0
301685,1.3982,1,1,1,0,1,4,2,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,4,1,60,30,50,40,NA,60,NA,40,70,NA,NA,NA,40,40,30,50,100,40,70,60,60,50,70,50,70,70,40,50,50,85,70,50,70,60,70,60,1,1,1,0,1,1,1,3,1,0,70,60,60,30,70,OH,4,0,1,1,0,0,0,1,0,0,0,1,1,0,1
301686,0.7903,1,1,1,0,1,6,7,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,4,2,30,85,50,15,NA,70,NA,NA,NA,NA,70,30,NA,30,85,NA,70,NA,50,70,40,85,85,85,70,85,50,85,50,85,85,70,85,NA,85,30,0,1,2,-1,1,1,NA,3,0,NA,85,70,70,15,85,MN,3,1,0,1,0,0,0,0,1,0,0,1,1,1,0
301688,0.6852,1,1,1,1,1,NA,2,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,4,2,40,70,NA,50,60,50,NA,NA,NA,NA,50,60,NA,50,85,60,100,60,50,50,50,70,40,70,70,50,50,50,40,70,60,40,70,50,50,50,1,1,1,0,1,1,1,3,0,-1,70,60,40,30,100,MA,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0
301691,0.8736,1,1,1,1,1,4,5,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,3,NA,40,40,30,30,NA,70,NA,NA,70,NA,NA,NA,40,40,40,60,60,30,40,50,40,50,40,40,60,85,30,40,40,60,60,30,100,50,100,15,1,1,2,1,-1,3,NA,4,1,1,70,40,50,30,60,OK,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301692,0.7293,1,1,1,0,1,3,5,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,4,3,15,15,60,70,50,50,NA,60,40,NA,NA,NA,60,50,60,50,85,30,100,60,70,85,60,60,60,100,40,40,85,85,100,85,85,100,85,100,1,1,1,1,1,1,NA,3,0,-1,100,100,85,70,70,ID,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0
301694,3.4629,1,1,1,0,1,NA,6,1,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,0,30,50,50,50,50,NA,50,50,NA,NA,NA,50,50,50,50,50,50,0,0,50,65,50,70,50,0,50,50,50,100,50,50,70,50,50,0,1,1,1,-1,1,1,-1,1,0,-1,50,50,60,0,60,IL,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0
301695,0.7438,1,1,1,1,1,4,4,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,4,4,60,40,60,60,60,40,NA,NA,NA,NA,NA,NA,NA,60,50,NA,50,50,50,60,50,70,50,70,50,100,50,50,100,60,100,50,70,100,100,100,1,1,1,0,0,NA,NA,3,0,1,100,100,100,70,100,VA,3,0,0,1,0,0,0,0,0,0,NA,NA,1,0,0
301697,0.7843,1,1,1,1,1,2,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,4,1,85,0,998,50,NA,15,NA,NA,NA,NA,60,35,NA,NA,15,40,92,20,90,100,70,60,50,30,40,60,15,NA,80,60,60,10,40,70,100,85,1,1,2,1,1,1,NA,4,0,0,70,70,70,70,70,TN,5,0,1,0,1,0,0,0,0,0,1,0,1,0,1
301702,1.4271,1,0,0,0,1,NA,NA,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,NA,NA,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,50,50,70,40,85,50,70,50,50,70,100,85,50,85,70,60,70,1,1,1,-1,1,2,NA,3,1,-1,70,60,70,50,85,TN,2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
301705,0.9276,1,1,1,0,1,5,1,0,0,1,0,6,0,1,0,1,1,0,0,0,0,0,4,1,85,0,15,15,NA,NA,NA,NA,NA,NA,85,50,NA,70,0,85,70,15,85,85,70,70,85,0,100,100,15,70,85,85,85,30,100,100,100,85,1,1,1,1,1,1,NA,4,1,1,100,100,100,100,100,MA,5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
301706,0.7009,1,1,1,0,1,5,5,0,0,1,1,5,1,1,1,0,0,0,0,0,0,0,4,3,0,0,60,50,50,70,NA,NA,NA,NA,50,60,NA,30,70,50,100,50,50,30,0,50,70,70,70,50,60,50,50,70,50,30,85,50,100,30,1,1,2,-1,1,1,NA,3,1,-1,85,85,70,50,85,NM,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0
301707,0,1,0,0,0,1,NA,5,0,0,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA,3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
301708,0.8781,1,1,1,0,1,NA,3,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,70,30,50,NA,85,NA,30,NA,NA,NA,50,50,NA,NA,15,70,100,40,50,15,60,70,50,60,50,40,70,0,0,60,NA,NA,30,40,70,0,1,-1,3,0,1,1,1,NA,1,-1,NA,NA,NA,NA,NA,TX,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
301709,0,1,1,1,1,1,6,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301710,0.9038,1,1,1,0,1,4,1,0,0,1,1,3,0,0,0,0,0,0,0,0,NA,NA,4,1,30,15,NA,70,60,NA,NA,60,70,NA,NA,NA,15,30,15,50,100,15,60,60,40,50,15,40,40,60,40,50,85,60,40,15,40,50,50,85,1,-1,2,-1,1,1,NA,4,1,1,70,75,75,70,50,AZ,5,0,1,1,0,1,0,0,0,0,1,0,1,0,1
301712,1.9268,1,1,1,1,1,3,2,0,0,1,0,3,0,0,0,1,0,0,0,0,NA,NA,4,1,70,0,15,15,85,NA,NA,70,0,NA,NA,NA,70,70,0,85,60,0,85,85,85,85,50,30,85,100,50,50,85,85,85,0,85,85,100,85,1,1,1,1,1,1,NA,4,0,1,85,85,85,85,85,NY,3,0,1,1,0,0,0,1,0,0,1,0,1,0,1
301717,1.1398,1,1,1,1,1,NA,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,4,1,85,15,50,50,50,85,NA,85,50,NA,NA,NA,60,NA,30,50,60,50,50,50,85,70,50,85,50,50,60,50,50,50,50,50,85,50,60,50,1,1,1,0,1,1,NA,3,0,0,50,50,50,50,50,WA,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1
301720,0.7267,1,1,1,1,1,NA,1,0,0,5,0,3,0,0,0,0,0,0,0,0,NA,NA,4,1,100,50,NA,NA,NA,NA,NA,100,NA,70,NA,NA,NA,NA,NA,NA,100,60,0,70,100,100,100,100,70,70,70,80,50,80,60,80,100,100,100,100,1,1,1,1,1,1,NA,4,1,-1,85,85,85,85,85,CA,2,0,1,1,0,0,0,1,0,0,1,0,1,0,1
301721,0.7216,1,1,0,0,1,6,5,0,0,1,0,3,0,0,0,0,0,0,0,0,NA,NA,4,2,0,100,NA,70,40,60,NA,NA,NA,NA,NA,50,NA,60,70,60,50,85,60,50,50,60,50,40,40,50,40,50,50,85,50,50,100,50,85,50,1,1,1,0,1,1,1,2,1,1,50,50,50,0,100,TN,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0
301724,0.4604,1,0,0,0,1,4,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,2,60,60,NA,NA,70,NA,NA,70,NA,40,NA,NA,70,50,60,50,100,50,50,50,60,60,60,50,50,50,60,50,50,50,70,50,100,50,85,70,0,1,3,0,1,1,NA,3,1,0,70,70,70,40,70,CA,5,1,0,0,0,0,0,0,0,0,NA,NA,1,1,0
301727,0.5772,1,1,1,1,1,6,7,0,0,1,1,5,1,0,0,0,0,0,0,0,NA,NA,4,2,30,85,15,0,50,85,NA,NA,NA,NA,60,60,NA,15,85,60,100,70,60,50,60,50,60,85,50,50,60,50,50,70,50,70,85,40,70,30,-1,1,1,-1,1,1,1,3,1,-1,60,85,50,15,70,TX,4,1,0,1,1,0,0,0,0,0,0,1,1,1,0
301731,0.8386,1,0,1,0,1,6,3,1,0,6,1,4,0,0,0,0,0,0,0,0,NA,NA,4,NA,85,15,50,50,100,50,NA,100,50,NA,NA,NA,85,100,50,50,70,100,100,50,100,85,100,85,100,60,100,100,85,100,100,85,100,50,100,50,0,1,1,0,1,1,NA,4,1,-1,60,60,60,60,60,MD,3,0,0,1,0,1,0,0,0,0,NA,NA,1,0,0
301734,0.9078,1,1,1,1,1,4,5,0,0,1,1,3,0,1,0,0,0,0,1,0,NA,NA,4,2,15,50,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,50,85,50,100,50,70,50,85,60,50,50,50,50,50,30,50,70,50,50,85,30,85,50,1,1,1,1,1,1,1,1,0,0,50,40,50,15,50,LA,4,0,0,1,1,0,0,0,0,0,NA,NA,1,1,0
301741,0.1267,1,1,1,0,1,6,7,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,4,2,15,70,70,15,NA,85,NA,NA,70,NA,NA,NA,NA,50,70,60,50,70,40,15,30,70,70,70,60,50,50,60,15,70,70,70,85,50,85,0,-1,1,2,-1,1,2,NA,3,1,-1,85,85,70,15,85,KS,5,1,0,1,0,1,0,0,0,0,0,1,1,1,0
301746,0.9194,1,0,1,0,1,4,1,1,0,1,1,1,0,0,0,0,0,0,1,0,NA,NA,4,2,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,60,60,70,70,60,0,60,70,0,100,70,NA,100,40,70,15,1,1,1,1,1,1,NA,1,-1,-1,50,85,50,0,85,OK,2,0,1,0,0,0,0,0,0,0,NA,NA,1,1,0
301748,1.116,1,1,1,1,1,4,3,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,4,1,60,30,50,50,50,NA,NA,NA,NA,NA,85,50,NA,50,50,40,85,40,70,70,60,70,40,40,40,85,40,50,70,50,85,60,85,85,85,85,1,1,1,1,1,1,1,3,0,0,70,85,70,50,85,MA,4,0,0,1,0,1,0,0,0,0,1,0,1,0,1
301749,0.95,1,1,1,1,1,1,3,0,0,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,90,5,30,40,60,NA,NA,70,NA,55,NA,NA,65,70,15,35,50,10,70,70,80,70,40,40,40,70,50,55,50,50,70,30,45,70,90,70,1,1,1,1,1,1,-1,4,1,1,50,50,50,40,50,CA,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1
301759,0.4019,1,0,1,1,1,3,2,1,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,100,0,50,50,85,50,60,NA,NA,NA,50,50,NA,50,30,50,50,70,85,100,50,70,50,50,50,50,40,50,85,85,70,60,50,40,80,85,1,1,1,1,1,1,-1,4,1,-1,NA,NA,NA,NA,NA,TX,3,0,1,1,0,0,0,1,0,0,NA,NA,1,0,1
301760,0.4794,1,0,0,0,NA,NA,5,0,0,5,1,2,0,0,0,0,0,0,0,1,NA,NA,4,1,85,30,50,50,30,50,NA,50,NA,40,NA,NA,50,50,70,60,85,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,85,100,1,1,2,0,1,1,1,3,0,0,50,50,50,50,50,CA,2,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1
301761,1.1512,1,0,1,0,0,4,5,0,0,1,0,6,0,1,0,0,0,1,0,1,0,0,1,NA,15,40,15,30,50,50,NA,NA,NA,NA,50,40,NA,15,70,60,85,100,40,85,40,100,70,70,85,100,70,100,100,100,100,50,100,100,100,50,1,0,NA,-1,-1,3,-1,3,1,1,100,100,100,70,100,NJ,4,0,0,1,1,0,0,0,0,0,NA,NA,0,0,0
301766,1.2807,1,1,1,1,1,4,3,0,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,50,0,60,50,60,50,NA,60,0,NA,NA,NA,NA,60,0,50,50,30,70,50,50,50,40,30,70,50,15,50,60,50,50,0,60,50,85,40,1,1,1,1,1,2,NA,4,-1,1,50,50,50,50,50,PA,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1
301767,1.7779,1,1,1,0,1,3,3,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,70,50,30,30,NA,NA,NA,NA,NA,70,15,NA,40,70,15,60,50,50,40,50,50,40,50,30,50,30,50,50,50,50,50,85,15,60,15,0,1,2,-1,1,1,NA,3,0,-1,70,70,70,40,70,NJ,5,0,0,1,0,0,0,1,0,0,0,1,1,1,0
301770,0.6341,1,1,1,0,1,NA,7,1,0,5,0,5,0,0,0,0,0,0,1,0,NA,NA,4,2,30,60,NA,NA,NA,50,NA,NA,50,NA,NA,NA,40,30,70,50,40,70,50,30,60,50,40,70,60,50,60,50,50,100,50,50,100,15,50,50,1,1,1,0,1,2,NA,3,-1,-1,50,50,50,15,50,OK,2,1,0,1,0,1,0,0,0,0,0,1,1,1,0
301774,0.2999,1,0,1,0,1,5,6,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,NA,4,5,40,15,50,50,40,40,NA,40,70,NA,NA,NA,40,70,40,70,100,40,60,60,60,100,60,70,70,100,70,40,100,100,100,60,100,70,100,70,1,1,1,0,1,1,NA,3,1,1,60,60,60,15,60,IN,3,1,0,0,0,0,0,0,0,0,NA,NA,1,0,0
