caseid,weight_full,mode,voted2012,regist2016,primary2016,intend.vote,ideology,pid_strength,born_again,fundamentalist,race,female,income,hannity,minutes60,cooper,matthews,press,conan,big.bang,modern.family,rush,NPR,voted2016,vote.choice2016,Dem.Pres.candFT,GOP.Pres.candFT,Lib.Pres.candFT,Green.Pres.candFT,Dem.House.candFT,GOP.House.candFT,Ind.House.candFT,Dem.Sen.candFT,GOP.Sen.candFT,Ind.Sen.candFT,Sr.SenFT,Jr.SenFT,Nonrun.SenFT,Dem.VP.candFT,GOP.VP.candFT,RobertsFT,PopeFT,Christian.FundFT,FemFT,LiberalsFT,Labor.UnionsFT,PoorFT,Big.BusinessFT,ConservativesFT,SCtFT,GaysFT,CongressFT,RichFT,MuslimsFT,ChristiansFT,JewsFT,Tea.PartyFT,PoliceFT,TransFT,ScientistsFT,BLMFT,tax.mill,vaccinces.in.school,vaccines,Govt.Reduce.Eq,Req.Equal,how.equal,Foreign.Im,immig.support,Free.Trade.Ag,marijuana,AsiansFT,HispanicsFT,BlacksFT,IllegalsFT,WhitesFT,location,educ,GOP,Dem,employed,cath_attend,prot_attend,jew_attend,cath_nonatt,prot_nonatt,jew_nonatt,Obama12,Romney12,yes.vote2016,Trump16,Clinton16
402331,2.1098,2,1,1,1,1,NA,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,4,1,85,0,50,0,0,60,NA,85,0,NA,NA,NA,50,85,50,60,60,60,85,50,85,85,70,50,60,100,60,0,85,100,50,50,50,100,70,100,1,1,3,1,1,1,-1,4,0,1,50,85,85,50,50,PA,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
402334,0.9445,2,1,1,1,1,6,7,1,0,1,1,3,0,1,0,0,0,0,1,0,NA,NA,4,2,0,78,52,51,53,53,NA,53,NA,49,NA,NA,26,52,88,52,70,54,32,17,57,53,50,75,52,51,52,50,51,100,85,51,85,49,82,4,0,1,1,0,1,1,NA,1,1,0,85,60,85,15,70,CA,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0
402338,1.6567,2,1,0,0,NA,4,4,1,0,1,1,3,0,0,0,0,0,0,0,0,NA,NA,1,NA,38,60,27,67,44,41,NA,50,48,NA,NA,NA,38,52,55,45,52,43,40,48,45,43,41,57,54,24,72,60,57,66,53,44,43,71,71,41,0,0,NA,-1,0,NA,NA,2,-1,-1,74,70,76,40,67,OK,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402340,0,2,0,1,0,0,3,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,4,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
402342,2.0151,2,0,0,0,NA,4,4,0,0,1,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,2,4,8,NA,3,NA,NA,16,13,NA,NA,NA,0,2,6,6,5,3,6,10,6,10,0,0,5,0,8,7,12,15,4,1,4,3,9,8,1,1,1,0,1,1,-1,4,1,0,50,100,73,100,100,AR,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
402343,0.8242,2,1,1,1,1,6,7,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,2,0,100,50,0,NA,90,NA,0,75,NA,NA,NA,70,0,100,90,50,70,30,0,17,85,50,90,85,0,90,50,20,85,50,88,100,10,30,0,-1,-1,3,0,0,NA,NA,3,-1,0,67,68,50,26,81,KY,4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
402345,0.4063,2,1,1,1,1,6,7,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,4,2,0,100,50,NA,NA,85,NA,NA,70,NA,NA,NA,100,0,100,42,70,85,50,0,0,85,85,100,85,50,85,85,NA,100,100,100,100,50,100,0,0,0,NA,-1,-1,2,NA,1,1,-1,100,85,100,0,100,AL,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0
402350,0.4612,2,1,1,1,1,NA,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,2,51,100,50,51,51,100,NA,50,85,NA,NA,NA,71,51,100,51,70,50,41,50,50,50,51,50,51,41,50,50,50,70,50,50,85,41,50,41,1,0,NA,1,0,NA,1,1,0,-1,51,50,51,40,70,MO,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0
402358,0.7089,2,0,1,0,1,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,85,50,50,NA,60,NA,50,50,NA,NA,NA,50,50,85,70,60,50,30,0,100,40,40,50,70,40,15,40,30,85,70,50,100,30,100,0,1,1,2,1,-1,3,1,3,-1,1,60,40,40,15,100,IL,4,0,0,1,0,0,0,0,0,0,NA,NA,1,1,0
402359,1.0451,2,1,1,1,1,4,6,1,0,1,1,4,0,0,0,0,0,0,0,0,NA,NA,4,2,23,49,15,11,15,77,NA,NA,NA,NA,62,61,NA,NA,74,66,85,62,88,31,66,86,49,50,73,41,80,60,12,95,84,82,100,24,77,87,1,1,1,1,1,2,NA,2,1,1,50,100,100,40,100,TN,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0
402360,0.7226,2,1,1,1,1,NA,2,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,4,1,63,0,71,52,85,2,NA,79,6,NA,NA,NA,15,78,1,86,95,40,77,83,100,77,41,43,78,91,32,39,85,59,69,53,87,90,75,0,1,1,1,1,1,1,1,4,0,0,85,85,75,70,74,IA,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
402365,1.3532,2,1,1,1,1,7,7,1,0,1,0,4,0,0,0,0,0,0,0,0,NA,NA,4,2,0,70,49,48,49,59,NA,0,95,NA,NA,NA,49,16,100,49,61,100,2,1,1,100,48,99,59,0,61,50,41,100,100,87,100,1,51,3,1,1,2,-1,0,NA,NA,2,0,-1,81,76,76,58,81,FL,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
402366,0,2,0,1,0,1,NA,1,0,0,2,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,9,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
402367,1.1229,2,1,1,1,NA,6,7,0,0,3,1,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,100,30,0,50,100,NA,NA,NA,NA,60,30,NA,0,85,NA,40,70,70,0,70,85,70,100,85,50,60,70,50,85,85,60,100,50,100,0,1,1,2,1,1,2,1,3,-1,0,70,70,60,30,70,TX,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
402368,0.6499,2,1,1,1,1,2,1,0,1,5,1,4,0,0,1,0,0,0,1,0,NA,NA,1,NA,72,70,72,70,71,NA,NA,NA,NA,NA,70,64,NA,70,69,72,85,71,70,84,72,70,70,71,72,61,71,85,85,71,86,70,70,71,85,70,-1,-1,2,-1,-1,2,NA,2,0,0,85,85,70,70,60,MA,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0
402370,3.928,2,0,1,0,1,4,4,1,0,5,1,1,0,0,0,0,0,0,0,0,NA,NA,4,3,50,50,50,50,50,50,NA,50,NA,50,NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,NA,0,0,NA,NA,2,0,1,50,50,50,50,50,CA,1,0,0,1,1,0,0,0,0,0,NA,NA,1,0,0
402373,1.2538,2,1,1,1,1,6,7,0,0,1,0,4,1,1,0,0,1,0,0,0,1,0,4,2,15,85,35,90,65,50,NA,40,35,NA,NA,NA,50,15,80,70,60,20,0,10,30,80,80,100,85,100,80,100,80,100,100,80,100,50,80,0,-1,1,1,0,1,1,1,1,-1,-1,70,70,20,0,50,NV,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0
402374,2.3824,2,1,1,1,1,6,7,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,2,0,85,15,15,15,85,NA,NA,NA,NA,70,85,NA,15,100,100,15,85,24,0,70,85,85,91,5,15,68,85,15,90,91,90,91,5,85,0,-1,1,1,-1,0,NA,-1,3,-1,-1,100,85,100,15,100,TN,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0
402379,0,2,1,1,0,1,4,4,0,0,6,1,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,4,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
402380,0.6517,2,1,1,1,1,6,7,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,4,2,0,100,15,0,50,85,NA,15,70,NA,NA,NA,15,15,100,50,60,70,0,15,15,50,50,70,50,50,40,50,30,70,50,70,85,15,50,0,-1,1,2,-1,0,NA,NA,2,0,-1,50,50,40,15,85,FL,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0
402384,3.6176,2,0,0,0,NA,NA,6,1,0,1,1,4,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,100,NA,NA,50,NA,NA,0,70,NA,NA,NA,NA,NA,70,85,85,50,50,50,50,100,60,50,40,0,60,0,0,100,40,50,85,0,60,0,1,1,1,1,1,1,NA,1,0,0,60,0,50,0,100,NC,2,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0
402387,1.152,2,1,1,1,1,4,6,1,0,1,0,4,0,0,1,0,0,0,1,0,NA,NA,2,NA,19,72,61,51,NA,74,NA,59,74,NA,NA,NA,61,30,88,50,99,75,41,36,61,62,32,79,99,19,34,40,87,100,87,60,98,5,81,44,1,1,1,1,1,1,NA,2,1,-1,75,72,74,4,82,PA,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0
402389,0,2,1,1,0,1,4,4,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402391,0.7235,2,1,1,1,1,2,1,0,0,1,1,5,0,1,0,0,1,0,0,0,0,0,4,1,85,1,31,40,98,NA,NA,84,NA,NA,NA,NA,84,70,2,32,85,22,89,90,76,81,89,6,35,89,12,79,91,90,93,1,91,90,89,72,1,1,1,1,1,1,-1,4,1,1,50,50,51,50,51,NY,5,0,1,0,0,0,1,0,0,0,1,0,1,0,1
402392,0.8397,2,1,1,1,1,2,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,4,1,70,0,70,50,60,50,50,NA,NA,NA,50,30,NA,100,0,50,85,40,40,60,40,85,30,30,40,70,40,40,85,85,85,50,85,70,85,40,1,1,1,0,1,1,NA,3,1,1,60,60,60,60,60,TX,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1
402397,0.6448,2,1,1,0,1,NA,1,0,0,5,1,3,0,1,0,0,0,0,0,0,NA,NA,4,1,100,0,70,70,85,16,NA,100,0,NA,NA,NA,50,60,30,70,70,70,85,70,100,70,70,50,70,85,60,85,40,100,85,40,85,100,100,70,1,1,1,0,1,1,1,2,-1,1,85,70,30,60,30,NV,3,0,1,1,1,0,0,0,0,0,1,0,1,0,1
402398,0,2,1,1,1,1,NA,7,0,0,1,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402404,0.8475,2,1,1,1,1,7,7,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,4,2,0,85,15,30,50,50,NA,15,60,NA,NA,NA,50,1,90,50,50,50,1,15,50,50,50,70,50,15,15,50,50,50,50,60,90,15,50,15,1,-1,1,-1,-1,1,NA,2,-1,1,50,50,50,0,50,PA,5,1,0,1,0,0,0,0,0,0,0,1,1,1,0
402406,0.7687,2,1,1,1,1,2,2,0,0,1,1,5,0,1,0,0,0,0,0,0,0,1,4,1,70,0,0,60,50,NA,NA,70,30,NA,NA,NA,85,60,0,50,85,30,85,70,70,50,40,30,70,70,40,50,60,15,70,15,60,50,100,40,1,1,1,0,1,1,1,3,0,0,50,50,50,50,50,VT,5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
402411,0.8072,2,1,1,1,1,6,7,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,4,2,6,87,38,42,25,58,NA,6,95,NA,NA,NA,4,4,90,50,63,50,15,4,16,50,75,93,51,40,50,78,32,90,50,80,85,14,33,1,-1,-1,1,-1,0,NA,1,1,-1,-1,51,50,50,4,50,WI,4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
402413,1.2311,2,1,1,0,1,2,1,0,0,5,1,4,0,0,0,0,0,0,0,0,NA,NA,3,NA,65,2,87,82,68,51,NA,52,NA,48,NA,NA,51,48,21,50,3,3,63,72,55,69,37,24,45,95,22,53,79,26,92,66,88,89,92,44,1,1,1,1,1,1,1,4,1,1,NA,67,67,69,61,CA,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
402416,1.0054,2,1,1,1,1,5,6,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,4,2,32,86,33,41,52,49,NA,NA,NA,NA,60,20,NA,21,92,52,51,34,47,45,15,51,55,68,69,58,67,76,48,78,79,39,99,47,80,25,-1,1,2,-1,0,NA,NA,4,0,1,72,67,60,68,66,TX,5,1,0,0,0,1,0,0,0,0,0,1,1,1,0
402420,0.788,2,0,1,0,1,NA,1,1,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,70,30,70,40,0,40,NA,70,30,NA,NA,NA,0,0,30,100,70,60,0,60,50,100,85,85,100,0,100,0,15,100,0,70,50,0,100,100,0,1,1,1,1,1,NA,3,-1,-1,50,40,85,15,85,NC,1,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
402428,0.7216,2,0,1,0,1,2,2,0,0,1,1,5,0,1,0,0,0,0,0,0,0,1,4,1,40,15,NA,50,30,30,NA,50,30,NA,NA,NA,50,50,60,40,NA,10,40,40,40,50,50,20,80,50,40,50,85,20,50,10,70,85,85,50,1,1,1,0,1,1,NA,3,1,0,60,60,50,40,50,NC,5,0,1,1,0,0,0,0,0,0,NA,NA,1,0,1
402429,0,2,1,1,0,1,3,2,0,0,1,0,5,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0
402430,0.5187,2,1,1,1,NA,6,5,0,1,1,0,5,1,0,0,0,0,0,0,0,0,1,NA,NA,2,85,16,17,17,61,NA,31,41,NA,NA,NA,16,17,85,42,85,70,17,16,17,85,86,52,62,95,32,72,51,85,95,41,90,90,85,0,1,1,2,-1,1,1,NA,1,1,-1,85,85,85,1,84,AZ,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
402432,1.2353,2,1,1,0,1,6,6,1,0,5,1,5,0,0,0,0,0,0,0,1,NA,NA,4,2,0,85,85,50,30,70,NA,30,70,NA,NA,NA,85,40,100,60,50,60,60,0,70,100,85,100,40,60,40,70,70,100,85,50,100,40,15,30,1,1,1,1,1,1,-1,2,1,0,85,85,85,70,60,UT,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0
402434,1.2836,2,1,1,0,1,NA,1,0,NA,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,86,0,1,1,31,32,NA,NA,NA,NA,50,31,NA,51,1,61,84,31,61,16,85,70,16,41,16,61,0,31,17,16,31,0,16,16,85,60,0,0,NA,1,1,1,NA,3,1,1,52,52,86,1,17,MI,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1
402435,3.0118,2,0,1,1,1,NA,3,0,0,1,0,1,0,0,0,0,0,0,1,0,NA,NA,4,1,15,15,50,40,30,50,NA,55,NA,40,NA,NA,NA,50,NA,50,0,0,0,30,60,50,50,40,30,70,40,50,50,0,50,0,50,50,50,0,1,1,1,-1,1,1,1,2,1,0,50,50,50,30,50,CA,2,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1
402437,1.0107,2,1,1,0,1,6,7,0,0,1,1,1,1,0,0,1,0,0,0,0,NA,NA,4,2,0,100,85,50,40,85,NA,85,NA,50,NA,NA,0,60,100,85,60,40,0,0,40,85,60,85,40,70,15,85,40,85,50,70,85,60,85,0,1,1,1,-1,1,1,1,2,1,1,80,60,15,0,85,CA,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0
402439,0,2,1,1,1,1,NA,2,1,0,2,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
402445,0.8471,2,1,1,0,1,6,7,0,0,1,0,3,0,0,0,0,0,0,1,0,NA,NA,4,2,15,80,50,51,50,84,NA,27,41,NA,NA,NA,51,50,88,85,86,97,51,16,61,50,40,79,71,15,51,63,51,99,70,86,86,41,78,17,0,1,1,0,0,NA,NA,3,0,-1,60,61,45,0,60,PA,3,1,0,1,0,0,0,0,1,0,0,1,1,1,0
402448,0.4619,2,1,1,0,1,2,3,0,0,5,1,4,0,0,1,0,0,0,0,1,0,0,4,1,75,0,50,30,75,50,NA,NA,NA,NA,50,10,NA,50,0,40,90,0,85,70,10,90,10,40,80,90,15,50,85,70,95,0,95,95,95,60,1,1,1,1,1,1,NA,4,1,1,50,95,75,75,55,TX,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1
402451,0.6601,2,0,0,0,0,3,7,0,0,1,1,3,0,0,1,0,0,0,0,0,NA,NA,NA,NA,30,60,40,70,15,30,NA,NA,NA,NA,15,60,NA,50,60,50,0,85,80,50,100,70,85,85,100,70,100,70,50,70,50,100,100,50,100,60,-1,1,1,1,1,1,1,2,1,-1,60,60,60,70,60,TX,3,1,0,0,0,0,0,1,0,0,NA,NA,0,0,0
402455,0.4397,2,1,1,1,1,1,2,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,70,0,50,70,70,NA,NA,70,15,NA,NA,NA,85,50,0,60,60,0,85,85,100,50,50,40,70,100,40,50,60,30,100,0,85,60,100,60,1,1,2,1,1,1,1,4,0,1,50,50,50,50,50,NH,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
402456,0.7226,2,1,1,1,0,3,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,NA,60,40,40,50,30,50,NA,85,30,NA,NA,NA,85,60,50,50,70,50,60,70,70,70,60,40,50,85,30,70,85,85,85,40,100,70,100,70,1,1,2,0,1,1,1,3,1,1,85,85,70,60,60,MO,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0
402457,1.0142,2,1,1,0,1,NA,-9,0,NA,1,1,NA,0,0,0,0,0,0,0,0,NA,NA,4,2,31,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,51,84,52,99,52,98,52,84,61,51,52,100,51,42,51,86,52,1,1,1,-1,1,NA,NA,1,0,-1,NA,NA,NA,NA,NA,NY,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0
402472,0.3596,2,1,1,0,1,4,4,0,0,1,0,4,1,0,1,1,0,0,0,0,0,0,4,1,60,60,60,70,60,40,NA,85,50,NA,NA,NA,50,70,70,50,85,15,40,60,30,100,60,85,50,50,0,15,70,85,70,60,85,0,100,40,1,0,NA,-1,-1,2,1,4,1,1,85,70,100,15,100,MD,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1
402474,0,2,1,1,0,0,NA,6,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VT,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
402480,0.4043,2,1,1,1,1,2,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,85,0,35,40,85,NA,50,NA,NA,NA,NA,NA,NA,50,0,50,70,0,50,95,90,50,10,15,65,50,25,10,50,10,50,0,70,50,80,65,1,1,1,1,1,1,1,3,0,1,90,80,50,40,50,LA,5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
402481,0.3532,2,1,1,1,1,3,1,1,0,2,1,3,0,0,0,0,0,0,0,0,NA,NA,4,1,85,0,50,NA,85,NA,NA,NA,NA,NA,85,60,NA,0,NA,NA,100,70,70,NA,85,85,85,70,85,85,85,85,85,100,85,NA,70,85,85,85,1,1,1,-1,-1,1,-1,3,0,-1,70,85,85,60,85,MI,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1
402486,0.9284,2,1,0,0,1,4,6,0,0,1,1,3,0,1,0,0,0,0,0,1,NA,NA,1,NA,0,60,52,60,50,51,NA,NA,NA,NA,50,70,NA,60,60,60,70,50,50,32,70,50,60,60,0,98,0,50,50,50,50,60,100,99,98,50,1,1,1,0,0,NA,NA,1,0,1,50,50,50,30,50,TX,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
402488,2.3495,2,0,1,0,1,3,3,1,0,1,1,4,0,1,0,0,0,0,1,0,0,0,4,1,66,10,24,64,50,60,NA,94,12,NA,NA,NA,14,55,15,51,53,28,83,80,70,76,36,56,80,77,37,45,80,79,84,51,60,78,63,79,1,0,NA,1,1,1,-1,3,0,1,72,71,71,50,70,KY,2,0,0,1,0,1,0,0,0,0,NA,NA,1,0,1
402491,0,2,0,1,0,1,2,1,0,0,3,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,2,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0
402493,0.3184,2,0,0,0,NA,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,50,50,50,70,60,50,NA,50,50,NA,NA,NA,60,60,50,50,60,15,60,60,50,60,50,50,50,50,40,40,50,40,50,50,30,60,85,40,1,-1,2,0,1,1,NA,3,1,1,50,50,50,30,40,ID,3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
402496,2.894,2,1,1,1,1,6,6,0,1,5,1,6,1,1,0,0,0,0,0,0,0,0,4,2,0,100,52,NA,51,NA,NA,51,NA,NA,NA,NA,NA,NA,100,51,69,61,1,0,97,99,98,99,1,97,0,97,30,99,99,NA,96,99,50,2,-1,1,1,-1,1,1,NA,1,0,-1,100,95,96,1,97,CT,2,1,0,1,1,0,0,0,0,0,1,0,1,1,0
402497,1.2447,2,1,1,1,1,1,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,4,1,40,0,0,85,70,0,NA,NA,NA,NA,0,0,NA,60,0,30,70,0,100,50,100,100,0,0,30,100,15,0,100,60,100,0,0,100,100,100,1,1,1,1,1,1,NA,4,1,1,100,100,100,100,0,TN,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1
402508,3.5216,2,1,1,1,1,2,4,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,30,100,50,15,NA,100,NA,60,NA,NA,0,0,0,0,85,0,85,100,100,100,0,60,0,100,0,40,100,15,100,0,40,100,100,100,1,1,1,1,1,1,NA,4,-1,1,100,100,100,85,100,CA,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
402509,0.9677,2,1,1,1,1,6,5,1,0,1,0,5,0,0,0,0,0,0,1,0,1,0,4,2,0,85,50,50,51,50,NA,51,41,NA,NA,NA,60,0,85,41,40,60,15,0,15,85,71,85,60,85,40,85,85,100,100,85,100,85,50,15,-1,1,2,-1,1,2,NA,2,-1,0,85,85,85,30,85,GA,4,0,0,1,0,1,0,0,0,0,0,1,1,1,0
402510,1.798,2,1,1,0,1,4,5,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,2,31,59,58,51,50,50,NA,NA,NA,NA,57,42,NA,38,70,51,58,87,40,33,82,81,62,32,50,78,40,69,50,100,87,50,71,70,100,15,0,1,1,1,1,1,NA,2,1,1,100,100,100,68,100,MN,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0
402512,1.5415,2,0,0,0,NA,4,5,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,62,51,50,NA,50,NA,50,50,NA,NA,NA,50,50,60,50,41,31,50,31,65,50,51,60,51,50,51,50,50,70,50,51,22,50,98,36,1,1,2,0,1,2,-1,3,1,1,71,50,41,41,50,GA,3,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
402513,0.3488,2,1,1,0,1,1,3,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,80,0,15,25,85,50,NA,NA,NA,NA,100,50,NA,90,0,50,85,5,100,85,75,85,15,25,65,100,30,30,75,45,90,5,35,100,100,100,1,1,1,1,1,1,1,4,-1,1,65,65,65,50,65,MA,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1
402514,1.4002,2,1,1,1,1,6,6,0,0,1,0,6,0,0,1,0,1,0,0,0,NA,NA,1,NA,14,70,51,58,63,53,NA,60,58,NA,NA,NA,54,57,84,81,55,56,54,30,64,62,36,66,64,70,48,70,64,75,75,60,89,66,65,0,1,-1,2,-1,0,NA,1,3,1,-1,80,85,83,30,80,ID,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
402515,0,2,1,1,0,1,5,6,1,0,1,0,5,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
