age,age2,gender,ethnicity,education,vote,interest.politics,elections.clean,ideology,pres.approval
72,4,0,2,2,1,2,1,10,1
38,2,1,5,2,1,2,1,10,1
71,4,1,6,2,1,2,1,10,1
30,2,0,4,4,1,2,1,10,1
47,3,1,3,7,1,3,1,10,1
22,1,0,4,5,1,3,1,10,1
39,2,0,5,5,1,3,1,10,1
53,3,0,6,2,1,3,1,10,1
67,4,1,2,1,0,1,1,10,1
25,1,1,4,5,1,1,1,10,1
41,3,0,4,2,1,4,1,10,1
22,1,1,5,5,1,2,0,10,1
27,2,0,4,2,1,2,0,10,1
29,2,1,5,2,1,2,0,10,1
53,3,1,5,2,1,2,0,10,1
45,3,1,5,2,1,2,0,10,1
24,1,0,5,2,1,2,0,10,1
40,2,0,5,2,1,2,0,10,1
46,3,1,7,2,1,2,0,10,1
37,2,1,6,2,1,2,0,10,1
29,2,0,2,2,1,3,0,10,1
42,3,1,4,5,1,1,0,10,1
25,1,1,2,2,1,1,0,10,1
57,3,0,6,2,1,1,0,10,1
41,3,0,6,2,1,1,0,10,1
56,3,0,2,3,1,4,0,10,1
38,2,0,4,3,1,4,0,10,1
31,2,1,5,2,1,4,,10,1
18,1,0,4,2,0,2,1,11,1
53,3,1,6,2,0,2,1,11,1
19,1,0,2,4,0,2,1,11,1
56,3,0,4,3,1,2,1,11,1
36,2,0,2,5,1,2,1,11,1
55,3,1,6,5,1,2,1,11,1
58,3,0,2,2,1,2,1,11,1
48,3,1,5,2,1,2,1,11,1
30,2,1,6,2,1,2,1,11,1
41,3,0,6,2,1,2,1,11,1
44,3,0,6,2,1,2,1,11,1
71,4,0,6,2,1,2,1,11,1
48,3,1,4,4,1,2,1,11,1
16,1,1,5,4,0,3,1,11,1
68,4,1,6,3,1,3,1,11,1
29,2,0,2,5,1,3,1,11,1
40,2,1,6,5,1,3,1,11,1
33,2,1,6,5,1,3,1,11,1
73,4,0,6,1,1,3,1,11,1
30,2,0,6,4,1,3,1,11,1
31,2,1,2,1,0,1,1,11,1
18,1,1,6,6,0,1,1,11,1
21,1,0,6,2,0,1,1,11,1
46,3,1,5,4,0,1,1,11,1
55,3,0,5,1,1,1,1,11,1
26,2,1,3,2,1,1,1,11,1
53,3,1,4,4,1,1,1,11,1
26,2,0,6,5,1,4,1,11,1
54,3,0,6,1,1,4,1,11,1
21,1,1,2,6,1,4,1,11,1
37,2,0,4,6,1,4,1,11,1
31,2,1,4,2,1,4,1,11,1
53,3,1,6,2,1,4,1,11,1
61,4,1,6,2,1,4,1,11,1
75,4,0,6,2,1,4,1,11,1
19,1,0,2,3,0,2,0,11,1
16,1,1,4,4,0,2,0,11,1
30,2,0,6,3,1,2,0,11,1
34,2,1,,5,1,2,0,11,1
33,2,1,6,5,1,2,0,11,1
25,1,0,6,5,1,2,0,11,1
32,2,0,6,5,1,2,0,11,1
58,3,1,3,1,1,2,0,11,1
32,2,0,2,2,1,2,0,11,1
59,3,0,2,2,1,2,0,11,1
26,2,0,5,2,1,2,0,11,1
61,4,1,,2,1,2,0,11,1
24,1,0,,2,1,2,0,11,1
50,3,1,6,2,1,2,0,11,1
43,3,0,6,4,1,2,0,11,1
36,2,1,6,7,0,3,0,11,1
18,1,0,5,4,0,3,0,11,1
31,2,1,6,3,1,3,0,11,1
30,2,0,6,1,1,3,0,11,1
23,1,1,6,4,1,3,0,11,1
79,4,1,6,2,0,1,0,11,1
24,1,1,5,4,0,1,0,11,1
49,3,1,2,3,1,1,0,11,1
43,3,0,6,3,1,1,0,11,1
38,2,0,6,5,1,1,0,11,1
43,3,0,4,1,1,1,0,11,1
66,4,0,6,1,1,1,0,11,1
44,3,0,3,2,1,1,0,11,1
48,3,1,,2,1,1,0,11,1
38,2,1,6,2,1,1,0,11,1
48,3,1,6,2,1,1,0,11,1
55,3,0,6,2,1,1,0,11,1
20,1,1,2,4,1,1,0,11,1
69,4,0,6,7,1,4,0,11,1
58,3,1,5,1,1,4,0,11,1
22,1,0,6,6,1,4,0,11,1
48,3,0,2,2,1,4,0,11,1
47,3,0,6,2,1,4,0,11,1
78,4,0,2,2,1,2,,11,1
29,2,1,3,1,1,3,,11,1
62,4,1,4,1,1,3,,11,1
67,4,0,4,2,1,3,,11,1
41,3,1,6,2,1,1,,11,1
28,2,0,6,6,1,1,,11,1
20,1,0,5,3,0,2,1,,1
21,1,1,4,5,0,2,1,,1
28,2,1,4,1,0,2,1,,1
20,1,1,6,6,0,2,1,,1
16,1,1,5,4,0,2,1,,1
16,1,1,5,4,0,2,1,,1
61,4,1,6,7,1,2,1,,1
54,3,1,7,3,1,2,1,,1
53,3,0,2,5,1,2,1,,1
37,2,1,4,5,1,2,1,,1
31,2,0,4,5,1,2,1,,1
37,2,1,5,5,1,2,1,,1
68,4,0,6,5,1,2,1,,1
19,1,0,6,6,1,2,1,,1
50,3,0,6,6,1,2,1,,1
30,2,0,5,2,1,2,1,,1
37,2,0,5,2,1,2,1,,1
30,2,1,7,2,1,2,1,,1
26,2,1,7,2,1,2,1,,1
38,2,0,7,2,1,2,1,,1
48,3,1,6,2,1,2,1,,1
56,3,1,6,2,1,2,1,,1
41,3,1,6,2,1,2,1,,1
56,3,0,6,2,1,2,1,,1
52,3,0,6,2,1,2,1,,1
44,3,0,6,2,1,2,1,,1
74,4,1,6,2,,2,1,,1
70,4,1,6,1,0,3,1,,1
31,2,1,4,2,0,3,1,,1
42,3,0,,3,1,3,1,,1
36,2,0,2,5,1,3,1,,1
34,2,0,5,5,1,3,1,,1
50,3,1,6,5,1,3,1,,1
65,4,1,7,1,1,3,1,,1
49,3,0,7,1,1,3,1,,1
61,4,0,6,1,1,3,1,,1
36,2,1,5,6,1,3,1,,1
34,2,1,4,2,1,3,1,,1
25,1,0,4,2,1,3,1,,1
39,2,0,7,2,1,3,1,,1
76,4,1,6,2,1,3,1,,1
18,1,1,6,4,1,3,1,,1
39,2,1,6,3,0,1,1,,1
77,4,1,,1,0,1,1,,1
86,4,1,5,2,0,1,1,,1
16,1,1,6,2,0,1,1,,1
67,4,0,6,2,0,1,1,,1
22,1,0,2,4,0,1,1,,1
16,1,1,5,4,0,1,1,,1
34,2,1,4,3,1,1,1,,1
30,2,1,4,3,1,1,1,,1
19,1,0,6,3,1,1,1,,1
25,1,1,2,5,1,1,1,,1
49,3,1,4,5,1,1,1,,1
53,3,1,5,5,1,1,1,,1
21,1,1,6,5,1,1,1,,1
27,2,1,6,5,1,1,1,,1
26,2,1,6,5,1,1,1,,1
60,3,1,6,5,1,1,1,,1
67,4,0,2,1,1,1,1,,1
40,2,1,4,1,1,1,1,,1
48,3,0,5,1,1,1,1,,1
45,3,0,5,1,1,1,1,,1
77,4,1,6,1,1,1,1,,1
45,3,0,6,1,1,1,1,,1
36,2,1,6,6,1,1,1,,1
40,2,1,6,6,1,1,1,,1
40,2,1,4,2,1,1,1,,1
52,3,1,4,2,1,1,1,,1
65,4,1,4,2,1,1,1,,1
71,4,1,4,2,1,1,1,,1
20,1,1,6,2,1,1,1,,1
59,3,1,6,2,1,1,1,,1
44,3,1,6,2,1,1,1,,1
55,3,1,6,2,1,1,1,,1
69,4,1,6,2,1,1,1,,1
54,3,0,6,2,1,1,1,,1
50,3,0,6,2,1,1,1,,1
45,3,1,4,4,1,1,1,,1
62,4,1,4,4,1,1,1,,1
51,3,1,6,4,1,1,1,,1
37,2,0,6,4,1,1,1,,1
45,3,0,4,1,1,4,1,,1
26,2,1,4,4,1,4,1,,1
16,1,1,6,3,0,2,0,,1
35,2,1,4,5,0,2,0,,1
18,1,0,4,6,0,2,0,,1
18,1,1,5,6,0,2,0,,1
16,1,0,2,2,0,2,0,,1
19,1,0,4,2,0,2,0,,1
29,2,1,5,2,0,2,0,,1
16,1,0,5,2,0,2,0,,1
32,2,0,5,4,0,2,0,,1
22,1,0,6,7,1,2,0,,1
41,3,0,6,7,1,2,0,,1
29,2,0,4,3,1,2,0,,1
35,2,1,5,3,1,2,0,,1
49,3,1,6,3,1,2,0,,1
24,1,1,2,5,1,2,0,,1
47,3,0,2,5,1,2,0,,1
50,3,1,4,5,1,2,0,,1
30,2,1,6,5,1,2,0,,1
29,2,1,6,5,1,2,0,,1
44,3,1,2,1,1,2,0,,1
42,3,0,4,1,1,2,0,,1
49,3,0,6,1,1,2,0,,1
31,2,1,3,6,1,2,0,,1
61,4,1,2,2,1,2,0,,1
30,2,1,4,2,1,2,0,,1
55,3,1,4,2,1,2,0,,1
65,4,1,4,2,1,2,0,,1
30,2,0,4,2,1,2,0,,1
45,3,0,4,2,1,2,0,,1
50,3,0,4,2,1,2,0,,1
21,1,1,5,2,1,2,0,,1
34,2,1,5,2,1,2,0,,1
33,2,0,5,2,1,2,0,,1
74,4,0,5,2,1,2,0,,1
43,3,1,7,2,1,2,0,,1
28,2,1,6,2,1,2,0,,1
45,3,1,6,2,1,2,0,,1
60,3,1,6,2,1,2,0,,1
45,3,1,6,2,1,2,0,,1
40,2,0,6,2,1,2,0,,1
53,3,0,6,2,1,2,0,,1
42,3,1,6,4,1,2,0,,1
58,3,1,3,2,0,3,0,,1
34,2,0,2,3,1,3,0,,1
29,2,0,4,5,1,3,0,,1
46,3,1,5,1,1,3,0,,1
67,4,1,5,1,1,3,0,,1
22,1,0,4,4,1,3,0,,1
84,4,1,5,1,0,1,0,,1
23,1,1,4,2,0,1,0,,1
67,4,1,,2,0,1,0,,1
16,1,1,,2,0,1,0,,1
18,1,1,6,2,0,1,0,,1
79,4,1,6,2,0,1,0,,1
85,4,1,4,4,0,1,0,,1
22,1,0,4,4,0,1,0,,1
17,1,0,5,4,0,1,0,,1
16,1,1,6,4,0,1,0,,1
19,1,0,6,4,0,1,0,,1
25,1,1,2,3,1,1,0,,1
62,4,1,4,3,1,1,0,,1
24,1,0,5,3,1,1,0,,1
45,3,1,6,3,1,1,0,,1
56,3,1,6,3,1,1,0,,1
43,3,1,6,3,1,1,0,,1
19,1,1,2,5,1,1,0,,1
31,2,1,2,5,1,1,0,,1
37,2,1,2,5,1,1,0,,1
20,1,1,4,5,1,1,0,,1
33,2,1,5,5,1,1,0,,1
47,3,1,6,5,1,1,0,,1
23,1,1,4,1,1,1,0,,1
39,2,1,4,1,1,1,0,,1
37,2,1,4,1,1,1,0,,1
72,4,0,4,1,1,1,0,,1
48,3,1,5,1,1,1,0,,1
45,3,1,5,6,1,1,0,,1
20,1,1,6,6,1,1,0,,1
49,3,0,1,2,1,1,0,,1
57,3,1,2,2,1,1,0,,1
21,1,0,2,2,1,1,0,,1
56,3,1,3,2,1,1,0,,1
40,2,1,4,2,1,1,0,,1
28,2,1,4,2,1,1,0,,1
41,3,1,4,2,1,1,0,,1
71,4,1,4,2,1,1,0,,1
55,3,0,4,2,1,1,0,,1
50,3,0,4,2,1,1,0,,1
59,3,0,4,2,1,1,0,,1
23,1,1,5,2,1,1,0,,1
29,2,1,5,2,1,1,0,,1
33,2,1,5,2,1,1,0,,1
47,3,0,5,2,1,1,0,,1
59,3,1,7,2,1,1,0,,1
26,2,1,6,2,1,1,0,,1
55,3,1,6,2,1,1,0,,1
50,3,1,6,2,1,1,0,,1
63,4,1,6,2,1,1,0,,1
64,4,1,6,2,1,1,0,,1
32,2,0,6,2,1,1,0,,1
39,2,0,6,2,1,1,0,,1
52,3,0,6,2,1,1,0,,1
62,4,0,6,2,1,1,0,,1
26,2,0,2,4,1,1,0,,1
47,3,0,2,4,1,1,0,,1
18,1,0,5,4,1,1,0,,1
20,1,0,7,4,1,1,0,,1
17,1,0,4,4,0,4,0,,1
17,1,1,5,4,0,4,0,,1
22,1,1,5,2,1,4,0,,1
43,3,1,5,1,1,2,,,1
77,4,1,,2,1,3,,,1
54,3,1,6,2,1,3,,,1
33,2,0,6,4,1,3,,,1
82,4,1,4,1,0,1,,,1
81,4,1,5,1,0,1,,,1
86,4,1,5,1,0,1,,,1
67,4,1,6,1,0,1,,,1
74,4,1,6,1,0,1,,,1
57,3,0,2,2,0,1,,,1
75,4,1,2,1,1,1,,,1
49,3,0,4,1,1,1,,,1
66,4,1,6,1,1,1,,,1
31,2,1,2,2,1,1,,,1
53,3,1,2,2,1,1,,,1
32,2,0,4,2,1,1,,,1
27,2,1,6,2,1,1,,,1
70,4,1,6,2,1,1,,,1
79,4,1,6,2,1,1,,,1
40,2,0,6,2,1,1,,,1
60,3,0,6,2,1,1,,,1
16,1,0,6,4,0,4,,,1
16,1,1,5,2,0,1,,,1
65,4,0,7,6,1,1,,,1
51,3,0,3,2,1,1,,,1
51,3,0,6,2,1,1,,,1
23,1,1,6,7,0,2,1,1,0
58,3,0,4,2,1,2,1,1,0
19,1,1,4,6,1,1,1,1,0
62,4,0,6,7,1,4,1,1,0
26,2,1,6,2,1,1,0,1,0
40,2,0,6,2,1,1,0,1,0
43,3,0,7,5,0,4,0,1,0
23,1,1,6,1,0,2,0,2,0
49,3,0,6,5,0,2,0,3,0
26,2,1,4,3,1,2,0,3,0
19,1,1,2,4,1,2,0,3,0
17,1,1,6,4,1,3,0,3,0
59,3,1,2,2,1,4,0,3,0
40,2,1,6,5,0,3,1,4,0
33,2,1,4,2,1,3,1,4,0
39,2,0,6,7,1,1,1,4,0
22,1,0,2,4,1,4,1,4,0
26,2,0,6,5,1,2,0,4,0
48,3,1,5,4,1,2,0,4,0
18,1,1,6,4,0,1,0,4,0
34,2,1,6,5,1,1,0,4,0
30,2,0,4,4,1,4,0,4,0
18,1,1,6,4,1,3,,4,0
39,2,0,6,7,1,2,1,5,0
56,3,1,6,2,1,2,1,5,0
48,3,0,6,7,1,3,1,5,0
53,3,0,6,3,1,3,1,5,0
39,2,1,2,2,1,1,1,5,0
87,4,1,6,5,0,4,1,5,0
16,1,1,4,4,0,2,0,5,0
44,3,1,4,2,1,2,0,5,0
18,1,0,6,6,0,3,0,5,0
51,3,0,7,3,1,3,0,5,0
56,3,0,3,2,1,3,0,5,0
27,2,0,2,4,1,3,0,5,0
41,3,1,3,2,1,1,0,5,0
30,2,1,5,2,1,1,0,5,0
40,2,0,4,5,0,2,1,6,0
33,2,1,7,7,1,2,1,6,0
62,4,0,6,7,1,2,1,6,0
30,2,0,6,5,1,2,1,6,0
55,3,0,4,1,1,2,1,6,0
72,4,1,6,2,1,2,1,6,0
57,3,0,6,2,1,2,1,6,0
64,4,0,6,7,0,3,1,6,0
20,1,1,6,6,0,3,1,6,0
24,1,1,4,5,1,3,1,6,0
26,2,0,6,5,1,3,1,6,0
27,2,0,6,6,1,3,1,6,0
43,3,1,6,2,1,3,1,6,0
40,2,0,6,2,1,3,1,6,0
77,4,0,6,1,1,1,1,6,0
45,3,1,6,2,1,1,1,6,0
39,2,0,4,7,1,4,1,6,0
40,2,0,6,3,0,2,0,6,0
51,3,1,2,5,1,2,0,6,0
47,3,0,2,5,1,2,0,6,0
31,2,1,3,5,1,2,0,6,0
21,1,1,6,6,1,2,0,6,0
60,3,1,6,2,1,2,0,6,0
23,1,1,6,3,0,3,0,6,0
50,3,0,6,5,0,3,0,6,0
40,2,0,3,2,0,3,0,6,0
44,3,0,3,2,0,3,0,6,0
43,3,0,2,7,1,3,0,6,0
44,3,0,3,3,1,3,0,6,0
48,3,1,6,3,1,3,0,6,0
30,2,1,6,5,1,3,0,6,0
22,1,1,6,6,1,3,0,6,0
41,3,1,6,6,1,3,0,6,0
21,1,1,3,2,1,3,0,6,0
59,3,1,6,2,1,3,0,6,0
28,2,1,3,2,1,,0,6,0
64,4,1,6,7,1,1,0,6,0
49,3,0,6,5,1,1,0,6,0
22,1,0,6,6,1,1,0,6,0
27,2,0,2,2,1,1,0,6,0
20,1,1,3,4,1,1,0,6,0
23,1,0,2,2,0,4,0,6,0
30,2,0,3,2,0,4,0,6,0
56,3,1,6,6,1,4,0,6,0
71,4,1,4,5,1,4,,6,0
44,3,0,6,5,1,4,,6,0
18,1,1,6,6,0,2,1,7,0
22,1,0,6,5,1,2,1,7,0
24,1,0,2,2,1,2,1,7,0
47,3,1,6,7,1,3,1,7,0
16,1,0,6,3,0,2,0,7,0
23,1,1,6,5,1,2,0,7,0
25,1,0,2,1,1,3,0,7,0
71,4,1,6,2,1,3,0,7,0
39,2,0,4,4,1,3,0,7,0
57,3,1,6,5,1,1,0,7,0
22,1,1,2,6,0,4,0,7,0
41,3,1,6,7,1,4,0,7,0
38,2,1,6,2,1,2,1,8,0
22,1,0,4,4,1,2,1,8,0
66,4,0,2,5,1,1,1,8,0
25,1,1,6,2,1,1,1,8,0
47,3,0,6,2,1,1,1,8,0
31,2,0,6,7,0,4,1,8,0
82,4,1,6,4,1,4,1,8,0
22,1,1,6,3,1,2,0,8,0
23,1,1,6,5,0,1,0,8,0
24,1,1,6,5,1,1,0,8,0
36,2,0,6,2,1,1,0,8,0
25,1,0,6,4,1,3,,8,0
61,4,0,5,1,1,1,1,9,0
72,4,0,1,6,1,2,0,9,0
43,3,0,4,5,1,1,0,9,0
27,2,1,6,5,1,1,0,9,0
17,1,0,5,2,0,4,0,9,0
53,3,1,6,2,1,4,0,9,0
67,4,0,4,2,1,3,1,10,0
39,2,1,5,5,0,2,1,11,0
38,2,1,5,4,1,3,1,11,0
23,1,0,5,5,1,2,0,11,0
35,2,1,6,5,1,3,0,11,0
43,3,1,5,2,1,3,0,11,0
28,2,1,6,5,1,1,0,11,0
37,2,1,4,2,1,4,0,11,0
43,3,1,,2,1,1,,11,0
41,3,0,5,5,1,2,1,,0
44,3,0,,2,1,2,1,,0
65,4,1,6,2,1,2,1,,0
63,4,0,6,2,1,2,1,,0
41,3,1,6,6,1,3,1,,0
21,1,0,6,6,1,3,1,,0
27,2,0,6,6,1,3,1,,0
35,2,0,6,3,1,1,1,,0
38,2,1,6,2,1,1,1,,0
57,3,0,7,4,1,1,1,,0
17,1,0,4,4,0,2,0,,0
40,2,0,6,5,1,2,0,,0
71,4,0,6,1,1,2,0,,0
22,1,1,2,2,1,2,0,,0
37,2,1,6,2,1,2,0,,0
47,3,1,6,2,1,2,0,,0
21,1,1,2,4,1,2,0,,0
51,3,0,6,2,,2,0,,0
22,1,1,3,6,0,3,0,,0
68,4,1,5,2,0,3,0,,0
40,2,1,4,5,1,3,0,,0
24,1,1,6,5,1,3,0,,0
32,2,1,4,3,1,1,0,,0
24,1,0,4,3,1,1,0,,0
47,3,0,6,3,1,1,0,,0
22,1,1,6,5,1,1,0,,0
29,2,1,6,5,1,1,0,,0
48,3,1,4,6,1,1,0,,0
60,3,1,2,2,1,1,0,,0
34,2,1,3,2,1,1,0,,0
44,3,1,4,2,1,1,0,,0
47,3,1,6,2,1,1,0,,0
54,3,1,6,2,1,1,0,,0
61,4,1,6,2,1,1,0,,0
25,1,0,2,2,0,4,0,,0
77,4,1,2,1,0,2,,,0
38,2,1,6,5,1,3,1,1,
25,1,1,2,2,1,4,0,4,
34,2,0,6,5,1,2,1,6,
18,1,1,6,5,0,3,1,6,
35,2,1,6,2,1,1,1,6,
24,1,0,6,5,1,2,0,6,
40,2,0,6,7,1,3,0,6,
44,3,1,4,5,1,3,0,6,
38,2,1,6,6,1,3,,6,
45,3,1,6,2,1,1,,6,
58,3,1,,2,1,2,1,7,
38,2,1,6,5,1,3,1,7,
52,3,1,2,2,0,1,0,7,
41,3,1,6,5,1,1,1,9,
46,3,0,6,2,0,2,,9,
64,4,1,6,2,1,1,0,11,
74,4,0,6,2,0,2,1,,
29,2,1,6,5,1,2,1,,
35,2,1,5,1,1,1,1,,
39,2,1,5,5,1,2,0,,
38,2,1,4,4,1,2,0,,
43,3,0,,5,0,3,0,,
41,3,0,4,2,1,1,0,,
56,3,1,6,2,1,1,0,,
68,4,1,6,2,1,1,0,,
46,3,1,2,2,,,,,
